DJI_20211224092312_0125.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
0.129637, -0.0236952, 0.441629, -0.0288751, -0.00286095, -0.0134145, 0.400846, -0.0201247, 0.382808, -0.677194, 0.131178, 1, -0.00658526, -0.255829
-0.0200174, 0.476992, 0.000468389, -0.0140606, 0.0227079, -0.0206755, 0.00556602, 0.438649, 0.677538, 0.380275, -0.0418757, -0.00658526, 1, -0.0133407
-0.0341019, 0.00125425, 0.0119698, 0.0108443, -0.0041516, 0.00901019, 0.0113246, -0.00365794, 0.044389, -0.0661495, -0.0338655, -0.255829, -0.0133407, 1
DJI_20211224094736_0191.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0266698, -0.0884425, 0.997022, 0.135832, -0.0313825, -0.0498926
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00775406, 0.0147593, -0.121882, -0.0252223, 0.478342, 0.00660205
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0104193, -0.0228166, 0.242183, 0.438431, -0.00451727, 0.00550434
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00672406, 0.0226703, -0.272074, -0.0297669, -0.0101187, 0.0126496
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00127866, -0.000358783, 0.0276557, -0.00326403, 0.0215111, -0.00225212
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00455621, 0.0113835, -0.150671, -0.0141439, -0.0182839, 0.00938294
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00681098, -0.00331559, 0.0371846, 0.395229, 0.00342786, 0.00855512
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00641989, 0.016207, -0.077412, -0.0217897, 0.43864, 0.000145808
0.0266698, -0.00775406, 0.0104193, -0.00672406, 0.00127866, -0.00455621, 0.00681098, -0.00641989, 1, -0.0183974, 0.016139, 0.390431, 0.687503, 0.0335547
-0.0884425, 0.0147593, -0.0228166, 0.0226703, -0.000358783, 0.0113835, -0.00331559, 0.016207, -0.0183974, 1, -0.0948431, -0.6921, 0.372508, -0.0183549
0.997022, -0.121882, 0.242183, -0.272074, 0.0276557, -0.150671, 0.0371846, -0.077412, 0.016139, -0.0948431, 1, 0.140365, -0.0513263, -0.0554214
0.135832, -0.0252223, 0.438431, -0.0297669, -0.00326403, -0.0141439, 0.395229, -0.0217897, 0.390431, -0.6921, 0.140365, 1, 0.000583307, -0.272694
-0.0313825, 0.478342, -0.00451727, -0.0101187, 0.0215111, -0.0182839, 0.00342786, 0.43864, 0.687503, 0.372508, -0.0513263, 0.000583307, 1, -0.00829864
-0.0498926, 0.00660205, 0.00550434, 0.0126496, -0.00225212, 0.00938294, 0.00855512, 0.000145808, 0.0335547, -0.0183549, -0.0554214, -0.272694, -0.00829864, 1
DJI_20211224094737_0192.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0267826, -0.0863445, 0.997083, 0.134661, -0.0394032, -0.0709832
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00683535, 0.0138609, -0.121889, -0.0244551, 0.482068, 0.00494242
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.00996961, -0.0219086, 0.242392, 0.440203, -0.00789869, 0.00242122
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00726806, 0.0228564, -0.272279, -0.0335019, -0.00625991, 0.0245847
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00177842, -0.00149178, 0.0278437, 0.00120807, 0.0191291, -0.00939903
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00497998, 0.0123957, -0.150845, -0.018296, -0.0148281, 0.0187065
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00731104, -0.00244218, 0.0374077, 0.397392, 0.00295541, 0.0101713
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00527259, 0.0145066, -0.077504, -0.0201863, 0.441484, -0.00156256
0.0267826, -0.00683535, 0.00996961, -0.00726806, 0.00177842, -0.00497998, 0.00731104, -0.00527259, 1, -0.00943092, 0.0166165, 0.377202, 0.683276, 0.0330889
-0.0863445, 0.0138609, -0.0219086, 0.0228564, -0.00149178, 0.0123957, -0.00244218, 0.0145066, -0.00943092, 1, -0.0905825, -0.706807, 0.394711, 0.00227485
0.997083, -0.121889, 0.242392, -0.272279, 0.0278437, -0.150845, 0.0374077, -0.077504, 0.0166165, -0.0905825, 1, 0.135979, -0.0567681, -0.0734887
0.134661, -0.0244551, 0.440203, -0.0335019, 0.00120807, -0.018296, 0.397392, -0.0201863, 0.377202, -0.706807, 0.135979, 1, -0.0243399, -0.248781
-0.0394032, 0.482068, -0.00789869, -0.00625991, 0.0191291, -0.0148281, 0.00295541, 0.441484, 0.683276, 0.394711, -0.0567681, -0.0243399, 1, -0.00583775
-0.0709832, 0.00494242, 0.00242122, 0.0245847, -0.00939903, 0.0187065, 0.0101713, -0.00156256, 0.0330889, 0.00227485, -0.0734887, -0.248781, -0.00583775, 1
DJI_20211224094738_0193.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0322911, -0.0906703, 0.997528, 0.151568, -0.0478337, -0.0909509
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.0100189, 0.0151632, -0.121763, -0.0293253, 0.483866, 0.0122549
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0117618, -0.0240016, 0.242486, 0.462051, -0.00977598, 0.00433563
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.0119927, 0.0248929, -0.271965, -0.0425301, -0.00415903, 0.0394508
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00486169, -0.00250254, 0.027378, 0.00585852, 0.0187181, -0.0193983
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00823706, 0.0139705, -0.150427, -0.0244757, -0.0131477, 0.0302319
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00868213, -0.00421322, 0.0374482, 0.415661, 0.00247389, 0.0152407
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00827215, 0.0158787, -0.0774286, -0.0249548, 0.44283, 0.00464804
0.0322911, -0.0100189, 0.0117618, -0.0119927, 0.00486169, -0.00823706, 0.00868213, -0.00827215, 1, -0.00960768, 0.0220256, 0.381274, 0.705926, 0.129307
-0.0906703, 0.0151632, -0.0240016, 0.0248929, -0.00250254, 0.0139705, -0.00421322, 0.0158787, -0.00960768, 1, -0.0960983, -0.733258, 0.400031, -0.00438919
0.997528, -0.121763, 0.242486, -0.271965, 0.027378, -0.150427, 0.0374482, -0.0774286, 0.0220256, -0.0960983, 1, 0.159772, -0.0656348, -0.0978537
0.151568, -0.0293253, 0.462051, -0.0425301, 0.00585852, -0.0244757, 0.415661, -0.0249548, 0.381274, -0.733258, 0.159772, 1, -0.0246163, -0.164337
-0.0478337, 0.483866, -0.00977598, -0.00415903, 0.0187181, -0.0131477, 0.00247389, 0.44283, 0.705926, 0.400031, -0.0656348, -0.0246163, 1, -0.0126906
-0.0909509, 0.0122549, 0.00433563, 0.0394508, -0.0193983, 0.0302319, 0.0152407, 0.00464804, 0.129307, -0.00438919, -0.0978537, -0.164337, -0.0126906, 1
DJI_20211224094740_0194.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0395122, -0.0852504, 0.997525, 0.124996, -0.0550289, -0.057321
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00598611, 0.0144734, -0.12167, -0.0225293, 0.487477, -3.41767e-05
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0142784, -0.022752, 0.242376, 0.443638, -0.010328, 0.00930393
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.0103931, 0.0219558, -0.272838, -0.0268326, -0.00408813, 0.0219905
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00243154, -0.000418225, 0.0282097, -0.00310759, 0.0206499, -0.0101521
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00758607, 0.0109482, -0.151211, -0.0130451, -0.0143005, 0.0176252
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.0103335, -0.00374064, 0.037473, 0.400691, 0.00385117, 0.0161267
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00365505, 0.0153068, -0.0774059, -0.0189642, 0.445203, -0.00778188
0.0395122, -0.00598611, 0.0142784, -0.0103931, 0.00243154, -0.00758607, 0.0103335, -0.00365505, 1, -0.0111863, 0.0348769, 0.402567, 0.708299, 0.0491725
-0.0852504, 0.0144734, -0.022752, 0.0219558, -0.000418225, 0.0109482, -0.00374064, 0.0153068, -0.0111863, 1, -0.0863332, -0.745538, 0.405655, 0.0272986
0.997525, -0.12167, 0.242376, -0.272838, 0.0282097, -0.151211, 0.037473, -0.0774059, 0.0348769, -0.0863332, 1, 0.128134, -0.0669976, -0.0612881
0.124996, -0.0225293, 0.443638, -0.0268326, -0.00310759, -0.0130451, 0.400691, -0.0189642, 0.402567, -0.745538, 0.128134, 1, -0.0222212, -0.196148
-0.0550289, 0.487477, -0.010328, -0.00408813, 0.0206499, -0.0143005, 0.00385117, 0.445203, 0.708299, 0.405655, -0.0669976, -0.0222212, 1, -0.00297071
-0.057321, -3.41767e-05, 0.00930393, 0.0219905, -0.0101521, 0.0176252, 0.0161267, -0.00778188, 0.0491725, 0.0272986, -0.0612881, -0.196148, -0.00297071, 1
DJI_20211224094741_0195.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0374929, -0.0828563, 0.99746, 0.100639, -0.0594791, -0.0159486
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00635778, 0.0172971, -0.121983, -0.0215762, 0.486178, -0.00366039
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0152892, -0.0225373, 0.241664, 0.437147, -0.00888639, 0.015736
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.006937, 0.0253397, -0.2729, -0.0257011, -0.00155607, 0.00755201
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, -0.000434904, -0.00442741, 0.0282898, 0.00123019, 0.0189088, -0.00570655
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00461771, 0.0142671, -0.151272, -0.0135987, -0.0119546, 0.0084491
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.0105025, -0.00508963, 0.0369332, 0.39884, 0.00487206, 0.0153741
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00368969, 0.0173788, -0.0778624, -0.0178089, 0.4432, -0.0100998
0.0374929, -0.00635778, 0.0152892, -0.006937, -0.000434904, -0.00461771, 0.0105025, -0.00368969, 1, -0.0202119, 0.0323808, 0.418248, 0.709037, -0.00919929
-0.0828563, 0.0172971, -0.0225373, 0.0253397, -0.00442741, 0.0142671, -0.00508963, 0.0173788, -0.0202119, 1, -0.0812746, -0.747877, 0.404309, 0.0103529
0.99746, -0.121983, 0.241664, -0.2729, 0.0282898, -0.151272, 0.0369332, -0.0778624, 0.0323808, -0.0812746, 1, 0.0959787, -0.0709444, -0.0165656
0.100639, -0.0215762, 0.437147, -0.0257011, 0.00123019, -0.0135987, 0.39884, -0.0178089, 0.418248, -0.747877, 0.0959787, 1, -0.0171773, -0.194556
-0.0594791, 0.486178, -0.00888639, -0.00155607, 0.0189088, -0.0119546, 0.00487206, 0.4432, 0.709037, 0.404309, -0.0709444, -0.0171773, 1, 0.0244132
-0.0159486, -0.00366039, 0.015736, 0.00755201, -0.00570655, 0.0084491, 0.0153741, -0.0100998, -0.00919929, 0.0103529, -0.0165656, -0.194556, 0.0244132, 1
DJI_20211224094743_0196.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0267626, -0.0825321, 0.997435, 0.0770049, -0.0560951, 0.0324756
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00684086, 0.017081, -0.121696, -0.0196863, 0.481567, -0.00125826
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0109411, -0.0207673, 0.241881, 0.438707, -0.00937214, 0.0247908
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.0076534, 0.0199422, -0.272606, -0.0167473, -0.00193043, -0.00913952
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00168251, 0.00105202, 0.027903, -0.00317044, 0.0177523, 0.000173981
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00454439, 0.00919793, -0.150805, -0.00606442, -0.0109165, -0.00347497
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00700111, -0.00383448, 0.0368776, 0.406511, 0.0031094, 0.0123315
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00479357, 0.0184333, -0.0777637, -0.0172307, 0.439192, -0.00849344
0.0267626, -0.00684086, 0.0109411, -0.0076534, 0.00168251, -0.00454439, 0.00700111, -0.00479357, 1, -0.0286971, 0.0209255, 0.426438, 0.707524, -0.0170916
-0.0825321, 0.017081, -0.0207673, 0.0199422, 0.00105202, 0.00919793, -0.00383448, 0.0184333, -0.0286971, 1, -0.0836149, -0.737092, 0.399834, -0.0664668
0.997435, -0.121696, 0.241881, -0.272606, 0.027903, -0.150805, 0.0368776, -0.0777637, 0.0209255, -0.0836149, 1, 0.0696048, -0.0688421, 0.0354702
0.0770049, -0.0196863, 0.438707, -0.0167473, -0.00317044, -0.00606442, 0.406511, -0.0172307, 0.426438, -0.737092, 0.0696048, 1, -0.00888526, -0.136706
-0.0560951, 0.481567, -0.00937214, -0.00193043, 0.0177523, -0.0109165, 0.0031094, 0.439192, 0.707524, 0.399834, -0.0688421, -0.00888526, 1, 0.0463165
0.0324756, -0.00125826, 0.0247908, -0.00913952, 0.000173981, -0.00347497, 0.0123315, -0.00849344, -0.0170916, -0.0664668, 0.0354702, -0.136706, 0.0463165, 1
DJI_20211224094744_0197.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0211071, -0.0726226, 0.997927, 0.0621467, -0.0508175, 0.0367991
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00680905, 0.00986285, -0.121125, -0.0133612, 0.482925, -0.0160222
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.00904902, -0.016231, 0.242625, 0.447775, -0.00973873, 0.0230907
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00508594, 0.0152758, -0.271727, -0.00513933, -0.00014942, -0.0142303
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00108014, 0.00265754, 0.027038, -0.00970589, 0.015423, 0.00397961
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00385053, 0.00665012, -0.150167, 0.000994184, -0.0101602, -0.0073261
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00798422, -0.00144592, 0.0376877, 0.421362, 0.00317728, 0.0101037
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00514735, 0.0110648, -0.077372, -0.0100093, 0.439841, -0.0275034
0.0211071, -0.00680905, 0.00904902, -0.00508594, 0.00108014, -0.00385053, 0.00798422, -0.00514735, 1, -0.0169704, 0.0150977, 0.398925, 0.701441, -0.00846492
-0.0726226, 0.00986285, -0.016231, 0.0152758, 0.00265754, 0.00665012, -0.00144592, 0.0110648, -0.0169704, 1, -0.0705071, -0.73792, 0.414054, -0.077937
0.997927, -0.121125, 0.242625, -0.271727, 0.027038, -0.150167, 0.0376877, -0.077372, 0.0150977, -0.0705071, 1, 0.0517918, -0.0592755, 0.0390116
0.0621467, -0.0133612, 0.447775, -0.00513933, -0.00970589, 0.000994184, 0.421362, -0.0100093, 0.398925, -0.73792, 0.0517918, 1, -0.040707, -0.0996183
-0.0508175, 0.482925, -0.00973873, -0.00014942, 0.015423, -0.0101602, 0.00317728, 0.439841, 0.701441, 0.414054, -0.0592755, -0.040707, 1, 0.0784288
0.0367991, -0.0160222, 0.0230907, -0.0142303, 0.00397961, -0.0073261, 0.0101037, -0.0275034, -0.00846492, -0.077937, 0.0390116, -0.0996183, 0.0784288, 1
DJI_20211224094746_0198.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0258004, -0.0825333, 0.997334, 0.0934023, -0.0451782, -0.0059661
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.0058438, 0.0141744, -0.121555, -0.0212594, 0.481526, 0.00360265
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0100875, -0.0205154, 0.242846, 0.434901, -0.00947215, 0.00229134
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00715182, 0.0213009, -0.272292, -0.0194863, -0.0018684, 0.00552579
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00151881, -0.000283352, 0.0277048, -0.00444556, 0.0155056, -0.00482853
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00459425, 0.0103482, -0.150693, -0.00705566, -0.0107731, 0.00603989
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00826506, -0.00200383, 0.037539, 0.399345, 0.00324218, 0.00173875
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00369694, 0.0141529, -0.078005, -0.0165125, 0.437977, -0.00887678
0.0258004, -0.0058438, 0.0100875, -0.00715182, 0.00151881, -0.00459425, 0.00826506, -0.00369694, 1, -0.00647552, 0.026553, 0.387296, 0.683879, 0.04579
-0.0825333, 0.0141744, -0.0205154, 0.0213009, -0.000283352, 0.0103482, -0.00200383, 0.0141529, -0.00647552, 1, -0.086385, -0.741345, 0.418158, 0.0192863
0.997334, -0.121555, 0.242846, -0.272292, 0.0277048, -0.150693, 0.037539, -0.078005, 0.026553, -0.086385, 1, 0.0995043, -0.0468537, -0.0052317
0.0934023, -0.0212594, 0.434901, -0.0194863, -0.00444556, -0.00705566, 0.399345, -0.0165125, 0.387296, -0.741345, 0.0995043, 1, -0.0478366, -0.0616379
-0.0451782, 0.481526, -0.00947215, -0.0018684, 0.0155056, -0.0107731, 0.00324218, 0.437977, 0.683879, 0.418158, -0.0468537, -0.0478366, 1, -0.00218971
-0.0059661, 0.00360265, 0.00229134, 0.00552579, -0.00482853, 0.00603989, 0.00173875, -0.00887678, 0.04579, 0.0192863, -0.0052317, -0.0616379, -0.00218971, 1
DJI_20211224094747_0199.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0265119, -0.084976, 0.997478, 0.103414, -0.0459736, -0.00409558
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00799219, 0.0140576, -0.121029, -0.021935, 0.477636, -0.000180207
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.010087, -0.0218382, 0.242668, 0.437049, -0.00847975, -0.000447332
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00840534, 0.0224797, -0.272064, -0.0229706, -0.000937975, 0.00483558
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00258266, -0.00108988, 0.0272968, -0.00334814, 0.0145587, -0.00555984
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00552623, 0.0116284, -0.150272, -0.00934477, -0.00945992, 0.0067905
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00778639, -0.00294251, 0.0374287, 0.39866, 0.00322025, 0.000644063
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00610287, 0.0142581, -0.0775319, -0.0187807, 0.432653, -0.00951538
0.0265119, -0.00799219, 0.010087, -0.00840534, 0.00258266, -0.00552623, 0.00778639, -0.00610287, 1, -0.00909901, 0.0278241, 0.400714, 0.690799, 0.0299147
-0.084976, 0.0140576, -0.0218382, 0.0224797, -0.00108988, 0.0116284, -0.00294251, 0.0142581, -0.00909901, 1, -0.0871714, -0.743117, 0.412375, 0.00180853
0.997478, -0.121029, 0.242668, -0.272064, 0.0272968, -0.150272, 0.0374287, -0.0775319, 0.0278241, -0.0871714, 1, 0.107482, -0.0460938, -0.00320294
0.103414, -0.021935, 0.437049, -0.0229706, -0.00334814, -0.00934477, 0.39866, -0.0187807, 0.400714, -0.743117, 0.107482, 1, -0.032029, -0.0370618
-0.0459736, 0.477636, -0.00847975, -0.000937975, 0.0145587, -0.00945992, 0.00322025, 0.432653, 0.690799, 0.412375, -0.0460938, -0.032029, 1, -0.0122043
-0.00409558, -0.000180207, -0.000447332, 0.00483558, -0.00555984, 0.0067905, 0.000644063, -0.00951538, 0.0299147, 0.00180853, -0.00320294, -0.0370618, -0.0122043, 1
DJI_20211224094749_0200.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0277099, -0.0865539, 0.9977, 0.110634, -0.0457514, -0.00396288
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00701251, 0.0152006, -0.120779, -0.0227625, 0.481803, -0.00775802
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0110599, -0.0211296, 0.242396, 0.444386, -0.00726112, -0.00642561
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00719284, 0.0210371, -0.272306, -0.0215377, -0.000102253, 0.00503926
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.000151292, 0.000588086, 0.0274088, -0.00672186, 0.0125665, -0.00598981
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00254482, 0.0103461, -0.150309, -0.00681783, -0.00668707, 0.00717684
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00945548, -0.00271557, 0.0374015, 0.404901, 0.00456431, -0.00355345
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00413396, 0.0152501, -0.0774065, -0.0193988, 0.436502, -0.0120411
0.0277099, -0.00701251, 0.0110599, -0.00719284, 0.000151292, -0.00254482, 0.00945548, -0.00413396, 1, -0.00429015, 0.0284514, 0.398153, 0.69434, -0.00247391
-0.0865539, 0.0152006, -0.0211296, 0.0210371, 0.000588086, 0.0103461, -0.00271557, 0.0152501, -0.00429015, 1, -0.0849759, -0.741415, 0.413582, -0.0118905
0.9977, -0.120779, 0.242396, -0.272306, 0.0274088, -0.150309, 0.0374015, -0.0774065, 0.0284514, -0.0849759, 1, 0.109833, -0.0438061, -0.00485026
0.110634, -0.0227625, 0.444386, -0.0215377, -0.00672186, -0.00681783, 0.404901, -0.0193988, 0.398153, -0.741415, 0.109833, 1, -0.0302094, -0.0266351
-0.0457514, 0.481803, -0.00726112, -0.000102253, 0.0125665, -0.00668707, 0.00456431, 0.436502, 0.69434, 0.413582, -0.0438061, -0.0302094, 1, -0.0205589
-0.00396288, -0.00775802, -0.00642561, 0.00503926, -0.00598981, 0.00717684, -0.00355345, -0.0120411, -0.00247391, -0.0118905, -0.00485026, -0.0266351, -0.0205589, 1
DJI_20211224094750_0201.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
