DJI_20211224092312_0125.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00169038, 0.00792089, -0.151103, -0.0037247, -0.0153234, 0.0072089
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00832693, -0.00130082, 0.0372904, 0.418407, -0.00979119, 0.0242034
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00553533, 0.0140478, -0.077377, -0.00375, 0.468945, 0.0183388
0.0268133, -0.00154, 0.0147431, -0.00546139, -0.00129888, -0.00169038, 0.00832693, -0.00553533, 1, -0.0345262, 0.034467, -0.346701, -0.676831, -0.0460188
-0.0889162, 0.0167772, -0.0281313, 0.0210071, 0.00200693, 0.00792089, -0.00130082, 0.0140478, -0.0345262, 1, -0.0810697, 0.69966, -0.291665, 0.0315141
0.997891, -0.12154, 0.242604, -0.272991, 0.0281712, -0.151103, 0.0372904, -0.077377, 0.034467, -0.0810697, 1, 0.0144691, -0.0261474, -0.00633032
0.00932529, -0.00691603, 0.429773, -0.00110416, 0.000423119, -0.0037247, 0.418407, -0.00375, -0.346701, 0.69966, 0.0144691, 1, 0.0255564, -0.240484
-0.0088686, 0.504542, -0.00999758, -0.00936337, 0.0152467, -0.0153234, -0.00979119, 0.468945, -0.676831, -0.291665, -0.0261474, 0.0255564, 1, -0.065219
-0.00665448, 0.0222493, 0.0267785, 0.00525309, -0.00531346, 0.0072089, 0.0242034, 0.0183388, -0.0460188, 0.0315141, -0.00633032, -0.240484, -0.065219, 1
DJI_20211224092327_0135.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0266116, -0.0880764, 0.998006, 0.0117354, -0.0111436, -0.0107555
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.0040589, 0.0202563, -0.121825, -0.00289133, 0.512786, 0.0148705
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0132921, -0.030814, 0.242663, 0.430386, -0.00707397, 0.0227021
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00595597, 0.0244438, -0.2735, 0.0030979, -0.00941969, 0.00266444
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, -0.000339575, -0.00342561, 0.0287871, -0.00660667, 0.0161488, -0.000670438
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00281618, 0.0148047, -0.151789, 0.00481157, -0.0163917, 0.00239948
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00609965, -0.0041752, 0.0374606, 0.418567, -0.00578517, 0.0214107
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00819901, 0.0186928, -0.0775964, 0.000974681, 0.475905, 0.0116621
0.0266116, -0.0040589, 0.0132921, -0.00595597, -0.000339575, -0.00281618, 0.00609965, -0.00819901, 1, -0.0306386, 0.0338975, -0.341535, -0.676043, -0.0335336
-0.0880764, 0.0202563, -0.030814, 0.0244438, -0.00342561, 0.0148047, -0.0041752, 0.0186928, -0.0306386, 1, -0.0824532, 0.700543, -0.303333, 0.041256
0.998006, -0.121825, 0.242663, -0.2735, 0.0287871, -0.151789, 0.0374606, -0.0775964, 0.0338975, -0.0824532, 1, 0.0137126, -0.0267824, -0.0091943
0.0117354, -0.00289133, 0.430386, 0.0030979, -0.00660667, 0.00481157, 0.418567, 0.000974681, -0.341535, 0.700543, 0.0137126, 1, 0.0127099, -0.246008
-0.0111436, 0.512786, -0.00707397, -0.00941969, 0.0161488, -0.0163917, -0.00578517, 0.475905, -0.676043, -0.303333, -0.0267824, 0.0127099, 1, -0.0486333
-0.0107555, 0.0148705, 0.0227021, 0.00266444, -0.000670438, 0.00239948, 0.0214107, 0.0116621, -0.0335336, 0.041256, -0.0091943, -0.246008, -0.0486333, 1
DJI_20211224092328_0136.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0249493, -0.0871536, 0.997906, 0.0172547, -0.0138467, -0.0150336
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.000854682, 0.016135, -0.121869, -0.00637639, 0.508265, 0.00939982
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0133592, -0.02806, 0.242654, 0.429073, -0.00625739, 0.0201317
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00664647, 0.0224177, -0.273063, 0.000931087, -0.00664123, 0.00219671
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.000736884, -0.00110641, 0.0283365, -0.00578125, 0.0139407, 0.00153139
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00352236, 0.0121704, -0.15135, 0.00338926, -0.0139995, 0.000393023
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00804115, -0.00254698, 0.0376515, 0.414531, -0.0056836, 0.0206059
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.0038393, 0.0141224, -0.0776527, -0.00420411, 0.47055, 0.00601469
0.0249493, -0.000854682, 0.0133592, -0.00664647, 0.000736884, -0.00352236, 0.00804115, -0.0038393, 1, -0.0359416, 0.0335108, -0.351738, -0.686896, -0.0316646
-0.0871536, 0.016135, -0.02806, 0.0224177, -0.00110641, 0.0121704, -0.00254698, 0.0141224, -0.0359416, 1, -0.0825602, 0.704926, -0.293508, 0.0347986
0.997906, -0.121869, 0.242654, -0.273063, 0.0283365, -0.15135, 0.0376515, -0.0776527, 0.0335108, -0.0825602, 1, 0.0174044, -0.0302667, -0.0143524
0.0172547, -0.00637639, 0.429073, 0.000931087, -0.00578125, 0.00338926, 0.414531, -0.00420411, -0.351738, 0.704926, 0.0174044, 1, 0.0256413, -0.243903
-0.0138467, 0.508265, -0.00625739, -0.00664123, 0.0139407, -0.0139995, -0.0056836, 0.47055, -0.686896, -0.293508, -0.0302667, 0.0256413, 1, -0.0229646
-0.0150336, 0.00939982, 0.0201317, 0.00219671, 0.00153139, 0.000393023, 0.0206059, 0.00601469, -0.0316646, 0.0347986, -0.0143524, -0.243903, -0.0229646, 1
DJI_20211224092330_0137.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0240771, -0.0863464, 0.997932, 0.021591, -0.0162839, -0.018592
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00275626, 0.0184409, -0.122007, -0.00265799, 0.512679, -0.00344864
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0135518, -0.0279908, 0.242709, 0.429588, -0.00668501, 0.0170191
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00518309, 0.0232755, -0.272978, 0.00161958, -0.00815761, -0.000609573
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, -0.00102875, -0.00234605, 0.028224, -0.00789452, 0.0166607, 0.00647479
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00135683, 0.0134742, -0.151218, 0.00527046, -0.0167901, -0.0047192
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00652966, -0.00327813, 0.0378159, 0.41424, -0.00339996, 0.0185436
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00638413, 0.0170612, -0.0777678, -0.000129166, 0.474595, -0.00402864
0.0240771, -0.00275626, 0.0135518, -0.00518309, -0.00102875, -0.00135683, 0.00652966, -0.00638413, 1, -0.0219596, 0.0328971, -0.331753, -0.678352, -0.00745197
-0.0863464, 0.0184409, -0.0279908, 0.0232755, -0.00234605, 0.0134742, -0.00327813, 0.0170612, -0.0219596, 1, -0.0832457, 0.707739, -0.319689, 0.0487694
0.997932, -0.122007, 0.242709, -0.272978, 0.028224, -0.151218, 0.0378159, -0.0777678, 0.0328971, -0.0832457, 1, 0.0189896, -0.0322233, -0.0156102
0.021591, -0.00265799, 0.429588, 0.00161958, -0.00789452, 0.00527046, 0.41424, -0.000129166, -0.331753, 0.707739, 0.0189896, 1, -0.0112176, -0.250464
-0.0162839, 0.512679, -0.00668501, -0.00815761, 0.0166607, -0.0167901, -0.00339996, 0.474595, -0.678352, -0.319689, -0.0322233, -0.0112176, 1, -0.0170158
-0.018592, -0.00344864, 0.0170191, -0.000609573, 0.00647479, -0.0047192, 0.0185436, -0.00402864, -0.00745197, 0.0487694, -0.0156102, -0.250464, -0.0170158, 1
DJI_20211224092331_0138.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0238312, -0.085903, 0.997854, 0.0264086, -0.020718, -0.02243
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00269084, 0.0172226, -0.121876, -0.00304392, 0.51031, -0.00933335
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0125089, -0.0269768, 0.242609, 0.430803, -0.00622212, 0.0108116
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00573089, 0.0220695, -0.272585, 0.000626716, -0.00708128, -0.00197271
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, -0.000237948, -0.00097979, 0.0277411, -0.00833363, 0.0162854, 0.00933775
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00239244, 0.0119859, -0.150678, 0.00545329, -0.0154738, -0.00745398
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00568655, -0.00232928, 0.0378208, 0.414286, -0.00198984, 0.0139233
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00638543, 0.0161169, -0.0777567, -0.000312358, 0.472075, -0.009408
0.0238312, -0.00269084, 0.0125089, -0.00573089, -0.000237948, -0.00239244, 0.00568655, -0.00638543, 1, -0.0221503, 0.0312756, -0.329778, -0.679843, -0.0141347
-0.085903, 0.0172226, -0.0269768, 0.0220695, -0.00097979, 0.0119859, -0.00232928, 0.0161169, -0.0221503, 1, -0.0844489, 0.707785, -0.319115, 0.045628
0.997854, -0.121876, 0.242609, -0.272585, 0.0277411, -0.150678, 0.0378208, -0.0777567, 0.0312756, -0.0844489, 1, 0.0228277, -0.034129, -0.0200889
0.0264086, -0.00304392, 0.430803, 0.000626716, -0.00833363, 0.00545329, 0.414286, -0.000312358, -0.329778, 0.707785, 0.0228277, 1, -0.015088, -0.239976
-0.020718, 0.51031, -0.00622212, -0.00708128, 0.0162854, -0.0154738, -0.00198984, 0.472075, -0.679843, -0.319115, -0.034129, -0.015088, 1, 0.00515725
-0.02243, -0.00933335, 0.0108116, -0.00197271, 0.00933775, -0.00745398, 0.0139233, -0.009408, -0.0141347, 0.045628, -0.0200889, -0.239976, 0.00515725, 1
DJI_20211224092333_0139.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0241925, -0.0849881, 0.997637, 0.0274714, -0.0250324, -0.0251077
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00321037, 0.0169606, -0.121733, -0.00252404, 0.502002, -0.0108795
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0111462, -0.0261573, 0.242462, 0.429178, -0.00542801, 0.00516366
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.0122052, 0.0237623, -0.27205, 0.0048452, -0.00122051, -0.00175939
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00825613, -0.00338238, 0.0271037, -0.0143716, 0.00973995, 0.0101269
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.0120833, 0.0145704, -0.149928, 0.0123156, -0.00749073, -0.00829279
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00455664, -0.00144336, 0.0377745, 0.412398, -0.000498631, 0.00922366
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00631345, 0.0162004, -0.0776052, 0.000560312, 0.463531, -0.0108287
0.0241925, -0.00321037, 0.0111462, -0.0122052, 0.00825613, -0.0120833, 0.00455664, -0.00631345, 1, -0.0149031, 0.0312597, -0.327541, -0.685797, -0.0163143
-0.0849881, 0.0169606, -0.0261573, 0.0237623, -0.00338238, 0.0145704, -0.00144336, 0.0162004, -0.0149031, 1, -0.0839251, 0.706404, -0.321922, 0.0317439
0.997637, -0.121733, 0.242462, -0.27205, 0.0271037, -0.149928, 0.0377745, -0.0776052, 0.0312597, -0.0839251, 1, 0.0239456, -0.0375227, -0.0236885
0.0274714, -0.00252404, 0.429178, 0.0048452, -0.0143716, 0.0123156, 0.412398, 0.000560312, -0.327541, 0.706404, 0.0239456, 1, -0.0144754, -0.237704
-0.0250324, 0.502002, -0.00542801, -0.00122051, 0.00973995, -0.00749073, -0.000498631, 0.463531, -0.685797, -0.321922, -0.0375227, -0.0144754, 1, 0.0145923
-0.0251077, -0.0108795, 0.00516366, -0.00175939, 0.0101269, -0.00829279, 0.00922366, -0.0108287, -0.0163143, 0.0317439, -0.0236885, -0.237704, 0.0145923, 1
DJI_20211224092334_0140.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0245044, -0.0846851, 0.997323, 0.0251161, -0.0301318, -0.0248069
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00365837, 0.0179179, -0.121494, -0.000981778, 0.493167, -0.00846386
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.012049, -0.0251786, 0.242051, 0.422356, -0.00725805, 0.00405409
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00416966, 0.0205999, -0.272501, -0.00133979, -0.0056407, 0.00166729
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, -0.0018585, 0.00091171, 0.0277264, -0.0057726, 0.0170375, 0.00649964
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.000804201, 0.00942924, -0.150559, 0.00287306, -0.0151656, -0.00496071
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00635277, -0.00155305, 0.0374111, 0.404607, -0.00129355, 0.00835836
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00614146, 0.0176393, -0.0773037, 0.00243454, 0.45426, -0.00730356
0.0245044, -0.00365837, 0.012049, -0.00416966, -0.0018585, -0.000804201, 0.00635277, -0.00614146, 1, -0.0189938, 0.0308201, -0.336068, -0.685378, 0.00185746
-0.0846851, 0.0179179, -0.0251786, 0.0205999, 0.00091171, 0.00942924, -0.00155305, 0.0176393, -0.0189938, 1, -0.0833656, 0.707953, -0.320056, 0.0381928
0.997323, -0.121494, 0.242051, -0.272501, 0.0277264, -0.150559, 0.0374111, -0.0773037, 0.0308201, -0.0833656, 1, 0.0207669, -0.0429955, -0.0213526
0.0251161, -0.000981778, 0.422356, -0.00133979, -0.0057726, 0.00287306, 0.404607, 0.00243454, -0.336068, 0.707953, 0.0207669, 1, -0.0081067, -0.228604
-0.0301318, 0.493167, -0.00725805, -0.0056407, 0.0170375, -0.0151656, -0.00129355, 0.45426, -0.685378, -0.320056, -0.0429955, -0.0081067, 1, -0.000580028
-0.0248069, -0.00846386, 0.00405409, 0.00166729, 0.00649964, -0.00496071, 0.00835836, -0.00730356, 0.00185746, 0.0381928, -0.0213526, -0.228604, -0.000580028, 1
DJI_20211224092336_0141.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0249118, -0.0857317, 0.997324, 0.0243223, -0.0350555, -0.0241905
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00463822, 0.0156893, -0.121842, -0.00221049, 0.49656, -0.00845303
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0128234, -0.0271188, 0.24206, 0.42205, -0.00790343, -0.00395261
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00637728, 0.0218754, -0.272769, 0.000316502, -0.00440907, 0.0011293
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.000676034, -0.000815227, 0.0280675, -0.00838848, 0.0171065, 0.00711288
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.0034495, 0.0118858, -0.150909, 0.00637555, -0.0149227, -0.0056848
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00686357, -0.00231802, 0.0374628, 0.405606, -0.00117845, 0.00113361
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00689905, 0.0150595, -0.0776903, 0.00053995, 0.457677, -0.00747527
0.0249118, -0.00463822, 0.0128234, -0.00637728, 0.000676034, -0.0034495, 0.00686357, -0.00689905, 1, -0.0197612, 0.0289049, -0.338318, -0.686736, 0.011981
-0.0857317, 0.0156893, -0.0271188, 0.0218754, -0.000815227, 0.0118858, -0.00231802, 0.0150595, -0.0197612, 1, -0.0860093, 0.696354, -0.313267, 0.025018
0.997324, -0.121842, 0.24206, -0.272769, 0.0280675, -0.150909, 0.0374628, -0.0776903, 0.0289049, -0.0860093, 1, 0.0190737, -0.0430983, -0.0207357
0.0243223, -0.00221049, 0.42205, 0.000316502, -0.00838848, 0.00637555, 0.405606, 0.00053995, -0.338318, 0.696354, 0.0190737, 1, 0.00317725, -0.249418
-0.0350555, 0.49656, -0.00790343, -0.00440907, 0.0171065, -0.0149227, -0.00117845, 0.457677, -0.686736, -0.313267, -0.0430983, 0.00317725, 1, -0.00080731
-0.0241905, -0.00845303, -0.00395261, 0.0011293, 0.00711288, -0.0056848, 0.00113361, -0.00747527, 0.011981, 0.025018, -0.0207357, -0.249418, -0.00080731, 1
DJI_20211224092337_0142.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0247448, -0.0852341, 0.997274, 0.0232395, -0.0389044, -0.0233867
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00431951, 0.0166381, -0.121926, -0.000838507, 0.493247, -0.00888899
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0147051, -0.0268709, 0.242365, 0.420914, -0.0100861, -0.00310835
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00597511, 0.0222748, -0.272512, 0.00137468, -0.00559287, 0.00192362
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, -0.000436777, -0.00136385, 0.0278354, -0.0090703, 0.0203018, 0.00643845
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00165403, 0.0122718, -0.150696, 0.00682736, -0.0183843, -0.00539564
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00868405, -0.00239118, 0.0377185, 0.404612, -0.0024175, 0.00128222
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.0066256, 0.0158048, -0.0777644, 0.00104616, 0.45446, -0.00786566
0.0247448, -0.00431951, 0.0147051, -0.00597511, -0.000436777, -0.00165403, 0.00868405, -0.0066256, 1, -0.0147836, 0.0299389, -0.332185, -0.688274, 0.00484383
-0.0852341, 0.0166381, -0.0268709, 0.0222748, -0.00136385, 0.0122718, -0.00239118, 0.0158048, -0.0147836, 1, -0.0845707, 0.693566, -0.316166, 0.0349241
0.997274, -0.121926, 0.242365, -0.272512, 0.0278354, -0.150696, 0.0377185, -0.0777644, 0.0299389, -0.0845707, 1, 0.0183773, -0.0492552, -0.0200373
0.0232395, -0.000838507, 0.420914, 0.00137468, -0.0090703, 0.00682736, 0.404612, 0.00104616, -0.332185, 0.693566, 0.0183773, 1, -0.00047165, -0.258863
-0.0389044, 0.493247, -0.0100861, -0.00559287, 0.0203018, -0.0183843, -0.0024175, 0.45446, -0.688274, -0.316166, -0.0492552, -0.00047165, 1, -0.000212723
-0.0233867, -0.00888899, -0.00310835, 0.00192362, 0.00643845, -0.00539564, 0.00128222, -0.00786566, 0.00484383, 0.0349241, -0.0200373, -0.258863, -0.000212723, 1
DJI_20211224092339_0143.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0250868, -0.0853616, 0.996983, 0.0295189, -0.0419783, -0.02057
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00477399, 0.0166333, -0.121754, -0.00187993, 0.489967, -0.00602611
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0134158, -0.0255779, 0.242331, 0.418294, -0.0104974, 0.00138772
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00743792, 0.0218897, -0.272665, -0.000102026, -0.00289341, 0.00166318
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00195496, -0.000530512, 0.0280612, -0.00906627, 0.0171203, 0.00597472
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00496786, 0.0111454, -0.150841, 0.00605571, -0.0138631, -0.00512571
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00718796, -0.00145878, 0.0377049, 0.400891, -0.0017611, 0.00421641
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00688801, 0.0160707, -0.0775526, 0.000661079, 0.450904, -0.00517129
0.0250868, -0.00477399, 0.0134158, -0.00743792, 0.00195496, -0.00496786, 0.00718796, -0.00688801, 1, -0.0105911, 0.0314103, -0.328478, -0.683639, 0.00560314
-0.0853616, 0.0166333, -0.0255779, 0.0218897, -0.000530512, 0.0111454, -0.00145878, 0.0160707, -0.0105911, 1, -0.0833735, 0.686252, -0.317999, 0.0438528
0.996983, -0.121754, 0.242331, -0.272665, 0.0280612, -0.150841, 0.0377049, -0.0775526, 0.0314103, -0.0833735, 1, 0.0254705, -0.0552189, -0.0174775
0.0295189, -0.00187993, 0.418294, -0.000102026, -0.00906627, 0.00605571, 0.400891, 0.000661079, -0.328478, 0.686252, 0.0254705, 1, -0.00225106, -0.26518
-0.0419783, 0.489967, -0.0104974, -0.00289341, 0.0171203, -0.0138631, -0.0017611, 0.450904, -0.683639, -0.317999, -0.0552189, -0.00225106, 1, -0.00660219
-0.02057, -0.00602611, 0.00138772, 0.00166318, 0.00597472, -0.00512571, 0.00421641, -0.00517129, 0.00560314, 0.0438528, -0.0174775, -0.26518, -0.00660219, 1
DJI_20211224092340_0144.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0255417, -0.0854508, 0.996923, 0.0303013, -0.0451779, -0.0187391
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.0037557, 0.0170862, -0.121747, -0.00351185, 0.488587, 0.00343461
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0128125, -0.0253349, 0.24249, 0.414331, -0.011463, 0.00230315
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00699801, 0.0226768, -0.272664, -0.000760181, -0.00323001, 0.00115955
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.0012322, -0.00162476, 0.028173, -0.00891171, 0.0187784, 0.00561969
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.0040918, 0.0123287, -0.151047, 0.00590396, -0.0155106, -0.00479375
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00759636, -0.0018851, 0.0376743, 0.395998, -0.00247832, 0.00438449
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00519885, 0.0164628, -0.0775599, -0.00121855, 0.448733, 0.00331402
