A0619 H_23.52000_15.68000
9391 0.87998 -6.63081
9393 -6.26102 5.98042
9395 -8.45615 5.27902
9396 -9.20334 -2.63411
9398 4.55311 -3.47294
9399 -0.79567 -3.01373
9403 -0.27808 2.72880
9404 -8.19600 5.83190
9406 -1.97226 -7.47313
9407 9.17474 2.55340
9531 -7.79358 -1.80981
9535 -2.25789 3.47977
9536 -1.09022 0.46379
9537 0.46413 4.50770
9545 1.15348 -0.54802
9551 0.38659 3.09197
33844 -3.11990 -1.86584
-99
A0621 H_23.52000_15.68000
1004 -10.13642 -2.17011
1009 -0.81357 -4.79581
1058 -9.23940 2.42967
1060 -10.51739 3.13499
1061 -10.10242 -1.14284
1062 -10.74180 1.92871
1063 -9.57994 5.20180
1064 -7.25902 -4.78771
1065 -8.63476 -0.33069
1066 -7.26310 -6.16135
1067 -7.61719 -6.37578
1132 0.96683 -5.38110
2286 -0.99054 -1.28653
9070 1.28886 5.62168
9078 -0.76202 0.72931
9089 3.72991 -2.44444
9102 -1.21297 -2.18175
9111 4.76863 -2.69736
9118 0.85823 -3.01400
9419 -6.47937 0.25273
9421 -2.83073 -0.99352
9424 2.84228 3.10623
9557 -7.45775 6.26772
9558 1.07962 4.31913
9559 4.05076 -5.73250
9560 -0.81099 2.61898
9561 -7.30009 -1.83371
9562 2.47689 3.97088
9563 -9.05350 4.92932
9564 -9.66029 6.51336
9567 -10.77588 3.21604
9568 -4.86290 -2.93888
9569 -3.91480 3.87927
9575 2.13765 2.87891
18188 6.54133 -6.18645
22924 -6.03687 -6.88656
33846 4.50273 -7.48788
33863 -1.67421 6.18657
33879 3.10373 -3.25842
-99
D0621 H_23.52000_15.68000
1042 -3.26962 -4.62212
1043 -4.42606 1.27764
1044 -5.17943 7.00970
1046 -5.04399 0.50609
1048 -2.29207 -6.81070
1049 -5.55209 3.96910
1051 -5.79150 2.08784
1052 -4.42206 -1.62819
1053 -5.75847 -1.75740
1055 -3.12743 -1.18501
1056 -2.67242 -1.46891
1057 0.38934 -2.03433
1108 0.49358 5.23911
2244 -7.67462 1.51831
2469 4.04114 -3.69994
2518 -6.16131 -5.99653
2519 -1.18636 5.66701
2520 1.09431 1.96600
2521 -3.37704 1.61772
2796 -1.13049 3.50822
2826 -0.07135 -2.17492
2952 -0.26043 -0.94605
2959 0.83111 -6.45069
2960 -3.34399 -6.86507
9138 -4.63122 -1.74552
9139 -8.52993 -2.16355
9152 -9.75295 -1.56796
9155 -8.66924 -7.13400
9163 -8.45274 6.05055
9164 -8.54387 1.06987
9165 -4.84972 -4.08217
9169 -7.54802 6.34026
9170 -8.69647 -1.18489
9182 -0.22908 2.00237
9187 -7.53035 -3.72730
9188 -8.44019 -3.32634
9194 -6.53436 -1.32968
9204 -10.71899 -7.29683
9207 -10.09636 2.95337
9208 -10.43205 -4.58593
9214 -9.54313 -3.23764
9215 -8.08470 4.98359
9218 -10.37424 3.46127
9220 -10.47190 -6.89587
9223 -9.71658 4.52597
9224 -9.71922 6.53706
9225 -3.88203 0.26818
9230 2.70646 4.98136
9231 -6.77241 4.70618
9242 -11.41815 3.74926
9243 -6.98337 -6.35738
9245 -9.95362 2.06877
9438 4.84702 -2.18068
9443 3.81315 -6.98289
9446 -1.27806 1.64848
9447 5.26425 -1.20930
9450 1.86367 2.42556
9451 4.57781 -1.17355
9452 4.75212 5.69930
9453 -8.60010 -4.32154
9580 9.99606 0.06873
9581 3.80981 -5.00248
9583 -0.12638 -5.15737
9585 -3.87006 4.33667
9586 -3.98155 7.34801
9594 6.60616 2.14314
9595 6.34782 -5.05785
9598 -0.09914 6.35110
9599 9.28107 3.84572
9601 -4.32064 -4.46991
9606 1.14633 -4.19505
9612 -0.90433 -3.89296
9613 9.49067 -3.55575
9614 1.46906 -0.93673
9615 3.55982 0.78747
9616 -3.82748 6.52697
9618 5.31984 -6.67808
9619 11.61935 0.30411
9620 1.93539 7.43192
9622 8.89616 -6.08852
33407 -8.22692 3.71610
-99
S0621 H_23.52000_15.68000
1274 2.04048 -7.27846
1276 2.44604 -7.45337
1277 -1.97888 -7.66108
1282 2.43183 -5.91042
1317 -2.09412 -6.78249
1334 -0.81013 -7.21924
1469 3.84912 -1.44269
1548 0.37354 -5.71674
1557 8.83633 4.11349
1565 7.51601 3.28886
1568 1.14168 -5.92675
1570 8.19022 4.00922
1594 -7.22084 -6.26603
1625 8.49014 4.24501
1626 0.51205 -7.15936
1629 7.61243 4.13370
1633 3.84165 -2.65617
1649 3.38448 -3.32194
1656 3.15948 -7.31365
1660 3.37435 -6.19145
1684 6.94230 2.46349
1737 3.27569 -6.81170
1772 5.69695 -3.12862
1773 8.04535 -2.78512
1774 9.38752 -3.34196
1775 8.80329 -2.67246
1777 8.70299 -3.29120
1778 10.17096 -3.26690
1779 8.52157 -2.55346
1780 8.94247 -2.73443
1788 5.35770 -2.65597
1818 7.05086 0.78830
1819 10.02530 0.32657
1820 9.30113 0.37964
1821 8.61573 0.41448
1823 7.88501 0.24277
1830 8.53851 0.90968
1918 7.08835 -0.90853
1938 5.05229 -2.39447
1949 10.26703 -0.02359
1950 10.52373 -1.22254
1958 -7.16284 -0.64272
1959 -9.22673 -0.15174
1966 5.84861 7.06037
1968 9.69743 3.85539
1969 4.28183 7.45574
1970 7.73748 7.64567
1971 9.76331 5.90734
1977 10.15591 1.89736
1978 8.32295 3.19439
1979 10.41752 3.10300
1981 9.16888 3.57753
1984 -9.51550 -0.33471
2149 10.16561 5.68674
2158 3.06501 -3.60116
2227 4.52001 -6.92824
2247 9.59541 -0.19989
2248 7.70148 -1.61933
2249 4.12847 -6.26155
2251 4.54854 -4.59672
2258 9.97671 6.29033
2259 8.96623 7.37336
2263 7.68701 6.34223
2265 8.79408 6.64319
2266 8.50272 7.01827
2268 5.17341 5.28511
2331 5.16360 -6.90524
2333 8.86299 -5.22041
2335 10.59698 -5.01274
2338 9.86927 -4.40869
2343 10.18884 -6.99266
2344 11.03891 -4.65311
2345 9.53586 -7.34116
2346 9.36028 -7.15113
2347 -9.10341 -0.79431
2351 11.31812 -6.60637
2352 11.50637 2.72481
2353 -9.01064 -6.38486
2354 9.97804 -6.66913
2355 11.60142 -7.41349
2356 11.18054 -7.05573
2358 5.73872 -6.81297
2381 -7.18772 -7.37156
2438 -4.78181 -4.40710
2439 11.15621 4.22761
2444 -5.78143 -7.06686
2446 11.53698 -2.18605
2447 -6.22867 -3.64014
2463 8.35418 -5.38732
2465 10.71074 -4.51910
2466 5.44945 -6.68659
2468 11.04603 -5.65930
2473 11.49528 -1.86976
2478 -9.58939 1.83145
2479 10.50129 -1.38106
2509 9.97656 6.97370
2526 10.37766 -7.47158
2533 6.64370 -4.19029
2536 5.27443 -3.46078
2540 5.16364 -5.24522
2543 5.78394 -7.31603
2544 -9.54813 -6.34008
2546 -9.43866 -5.62670
2547 4.65345 -7.00860
2548 6.66272 -7.68397
2549 7.20145 -7.44115
2557 10.71653 1.34719
2563 -7.06857 -2.91814
2567 1.68250 5.64470
2568 11.43430 7.52049
2569 -6.13021 -2.64433
2586 8.02265 -5.73862
2698 -3.16275 -4.97459
2791 -3.64647 -3.98987
2809 -3.93658 -7.21591
2873 -7.34135 2.16067
2967 -2.61340 -7.03686
2972 -8.06361 -1.87332
3205 0.29082 2.70987
3555 -2.61163 6.55858
3556 -3.48687 7.28757
3557 -8.99465 2.74199
3559 -2.33600 5.14947
3565 -2.51544 5.50584
3599 0.58863 -4.30351
3604 -1.50574 -2.75734
3607 -0.90064 -3.20559
3612 -1.89473 -3.46028
3627 -6.44288 1.27723
3688 0.98574 -1.47100
3709 -3.56504 -6.22868
3751 -7.78863 -3.61282
3753 2.35676 0.71833
3767 -6.60020 -3.07804
3769 4.41403 0.28088
3770 5.12049 0.56177
3782 -8.77994 -0.51811
3811 -7.61167 4.25400
3828 -0.60971 5.71451
3831 -3.35164 4.76656
3841 2.21943 1.49028
3845 0.18733 5.44499
3846 0.12579 5.74210
3853 -11.13698 2.45938
3868 -11.20828 2.30741
3877 3.91663 3.07066
3878 -8.75066 -2.04402
3879 2.90993 4.55990
3880 3.38969 4.16817
3882 -6.15806 0.71334
3883 -9.09969 -1.47302
3889 -0.68666 -0.99541
3890 -3.45868 7.71396
3891 -1.96867 0.81379
3895 -1.33966 6.31190
3905 1.75417 0.27309
3906 -4.88824 4.25594
3938 -10.66096 7.43466
3953 -0.75013 6.33725
3955 -2.13227 3.32320
3960 -0.42365 7.08511
3961 -2.00058 2.24763
3963 -1.28765 2.37558
3969 -4.96967 7.51475
3971 -6.71602 2.66303
3991 -10.36335 6.16589
3999 -5.28469 6.42184
4002 -3.99671 6.45446
4006 -4.51574 2.71025
4022 -2.34643 4.33488
4048 -4.00800 2.94604
4049 -6.80819 6.16340
4050 -6.24592 7.63380
4051 -5.00879 4.89278
4052 1.44488 3.96737
4065 -1.89665 1.78669
4068 -8.98369 2.09705
4120 -3.06703 -7.51784
4143 -3.72968 -5.88534
4217 -4.68234 2.11093
4750 -5.27955 -0.18951
4754 -8.52320 -2.34968
4767 -7.23262 1.45973
4780 -8.62417 6.73551
4785 -5.11550 -0.23459
4787 -10.53871 6.32484
4788 -10.07068 7.07431
4794 -6.00286 2.56319
4805 -10.51099 3.00698
4806 -8.91376 6.57130
4807 -9.07683 7.27858
4809 -10.77630 6.44658
4810 -11.06097 3.81546
4814 -9.21318 3.64133
4819 -5.97647 1.79027
5016 -3.74112 -7.21551
8861 -5.90487 2.91601
8862 -4.36224 -4.01465
8863 -5.06948 0.43533
8864 -4.00227 -1.00366
8865 -5.32788 0.21570
8866 -3.95982 -0.76750
8867 -6.08562 1.46752
8874 -5.42914 2.85157
8875 0.88019 5.88247
8876 0.89451 0.24675
8877 0.82507 2.82465
8878 0.16116 -0.18984
8879 -4.33701 3.29064
8881 -5.33063 7.06899
8882 -2.63040 3.57091
8883 0.42907 0.98099
8884 -0.03015 5.65220
8886 -2.14289 2.25144
8889 0.68207 3.81728
8890 1.04778 2.60485
8891 1.01060 7.28999
8892 2.34584 5.67045
8893 -5.40045 3.19241
8894 1.61971 7.51810
8895 2.77548 6.04085
8896 4.22596 4.12832
8897 -6.40808 0.42259
8898 2.54913 3.07928
8899 2.96303 4.76229
8900 -4.08304 3.55421
8901 3.20592 -1.44075
8902 3.00083 -0.68005
8903 4.57815 2.05958
8904 4.32338 -0.49018
8906 4.15123 2.39286
8907 -0.53751 -3.19130
8908 -3.74031 -3.44811
8909 1.14349 -3.00626
8910 -0.79817 -2.53150
8911 -0.26363 7.40496
8912 -2.22001 -1.00923
8913 -3.32374 0.58497
8915 -0.65674 7.66963
8916 0.53707 -2.38464
8917 1.15448 -2.36037
8918 -0.24740 -3.25405
8919 -0.80302 -3.51580
8920 -0.12590 -1.90573
8921 0.36059 -3.88119
8922 0.86405 -1.38088
8923 2.18862 -4.28485
8924 2.15020 -2.00599
8925 2.21451 -2.34333
8926 2.13073 -2.21208
8927 2.84258 -1.44329
8928 2.66627 -1.85271
8929 -1.35150 7.16440
8930 -4.24887 -2.82280
8931 -1.86419 -1.71288
8941 4.18914 -3.66053
8942 -4.04163 -4.81129
8943 6.84293 -2.26672
8952 5.96853 -0.88210
8953 4.99750 -1.31690
8958 5.37738 3.96244
8959 3.02862 -3.45109
9253 1.33455 7.38761
9254 -4.05061 1.53006
9255 -7.28855 4.30279
9259 -2.54190 3.32376
9263 -4.75721 0.11397
9463 1.09201 -1.31017
9465 -4.39292 -1.15833
9466 -4.37035 -3.65114
9624 -3.43803 -5.35012
9626 -3.23293 -7.18241
9628 -3.82737 -4.04202
9630 -3.24568 -7.51004
9632 -0.61804 -4.45825
9640 -4.84374 1.80501
18005 3.96187 6.69558
18645 2.93912 6.25901
33802 4.24095 5.36002
-99
W0621 H_23.52000_15.68000
1054 -8.33458 3.34184
1059 -3.63031 1.87557
1555 -5.64927 1.25107
1681 -7.67892 4.36243
1682 -7.19525 6.41372
1683 -7.21272 1.60604
1697 -5.92245 3.25518
1700 -6.20809 6.35311
1703 -7.10599 7.52049
1764 -4.91068 -1.89525
1765 -6.18352 6.56975
2376 -6.90900 -7.25446
2390 -4.45307 -0.40870
2414 -4.99441 4.48486
2416 -3.44632 -4.74540
2419 -5.15383 -4.73639
2427 -9.55274 -6.11507
9282 -3.52776 1.31946
9289 -9.03508 6.00258
9317 -4.39055 5.25207
9333 -6.15392 0.39634
9338 -11.14326 0.56965
9480 -1.79596 -1.68184
9481 -3.31851 5.97447
9482 -2.74902 0.22817
9483 1.41703 4.34511
9484 -9.17409 -0.14095
9485 -4.43254 0.04956
9487 3.55677 -1.62463
9488 -4.12716 -1.85635
9490 -5.01988 -0.93237
9491 -7.18098 -1.11406
9492 -2.34216 2.53943
9493 -8.74839 -2.58434
9495 2.08744 1.31740
9496 -10.09331 4.94883
9498 -6.33520 -2.16009
9502 -4.74504 0.26815
9641 3.41492 -1.47028
9643 -0.46748 -2.57504
9644 -0.01555 4.17668
9645 -8.05792 0.34725
9646 3.99677 2.00708
9647 -10.11779 -7.06379
9648 -0.63049 -4.82338
9649 8.25184 -6.33251
9650 -7.90926 -4.22102
9651 -0.44854 2.35308
9652 -4.47872 1.75063
9653 0.02416 -4.14937
9656 -0.65598 -6.22448
9657 -5.29843 -7.65527
9658 -4.13575 7.34829
9659 -1.62030 5.46983
9660 -3.43533 -4.84720
9661 -4.36694 -1.92788
9662 -0.57553 -6.36370
9663 -3.55552 -6.74003
-99
X0621 H_23.52000_15.68000
1068 -5.18346 2.49848
1069 -5.57115 0.43897
1070 -6.20029 4.67020
1071 -5.72704 -1.24295
1072 -4.28722 -0.02051
1615 -4.64593 -5.50593
1631 -3.96599 -3.32639
1758 -2.18495 -7.25927
1760 -4.32493 -0.64285
1770 -2.98803 -5.97949
1960 -4.71189 -4.61106
2272 -4.67679 -2.88176
2283 -4.45221 -2.69164
2284 -4.84984 -1.58115
2285 -4.20648 -6.41155
2287 -5.18015 -6.14407
2288 -5.35466 -1.18051
2340 -4.25286 1.55184
2429 -7.19932 -2.96122
2430 -3.37352 1.72087
2432 -6.17049 0.89354
2433 -7.30387 6.88362
2434 -6.65136 7.24354
2435 -5.32210 7.14868
2436 -5.27359 7.27640
2440 -5.95203 6.31373
2441 -5.50677 4.50103
2442 -6.64968 1.31244
9349 -1.84410 -3.95603
9364 -6.86158 1.12281
9372 -0.73640 -1.24794
9376 -6.50299 -6.32156
9377 -10.41397 -2.35358
9384 -3.27166 1.24858
9393 -6.29471 2.90813
9395 -8.59787 2.06867
9401 -9.65998 -4.32921
9531 -7.66594 -5.99577
9533 -2.42344 4.16858
9535 -1.93321 0.20337
9536 -0.53923 -3.20666
9537 0.99348 1.22558
9544 -7.27569 3.18095
9545 1.99734 -4.55649
9546 -4.88194 -1.10862
9665 -2.83510 6.72854
9667 -10.68215 6.15114
9670 -8.96052 1.70440
9673 -1.49506 -2.29027
9674 -9.91768 6.91357
9676 -6.64229 -3.48312
9678 -0.12599 -0.80075
9679 -7.69671 -0.83242
9684 2.03867 -2.23049
9687 -9.27732 3.03897
9689 2.44631 4.32080
9692 -1.63289 5.42183
9696 1.38687 6.67330
9698 3.01218 1.35588
9699 0.42484 1.32148
9704 0.04634 -3.99382
14012 -9.41236 -5.99660
14051 0.35941 -7.50944
-99
A0622 H_23.52000_15.68000
1004 -4.89145 -1.34614
1060 -5.66146 3.83007
1061 -4.93346 -0.36159
1062 -5.74836 2.66714
1063 -4.85039 5.82814
1064 -1.54167 -3.90677
1065 -3.32534 0.43407
1066 -1.41298 -5.24242
1067 -1.76679 -5.46630
1392 -4.54899 -4.02833
1393 -4.75537 -1.80507
3020 -1.51855 5.12898
3021 -0.37918 -4.95298
3022 -2.98636 -3.73936
3023 -2.10264 -1.43793
3024 -1.20040 -7.05543
3025 -4.62393 -7.58212
3026 -5.04048 6.82445
3027 0.00217 -7.25358
3089 2.11449 5.94990
3128 4.60707 -4.92669
9086 4.30756 -3.49726
9090 5.92132 -4.58519
9419 -1.20577 0.98295
9420 -1.35273 1.14100
9423 5.31046 -3.01983
9425 4.12511 0.63289
9427 6.29633 0.77814
9556 5.94747 6.04575
9557 -2.80133 6.84176
9558 5.84859 4.76572
9559 9.49413 -5.10004
9560 4.02822 3.10034
9561 -1.78145 -1.01662
9563 -4.34041 5.55475
9564 -5.01829 7.13125
9566 -2.91139 3.45309
9568 0.56888 -2.18980
9570 1.37296 4.87111
9571 7.09251 -5.59424
9706 -9.59418 6.97906
9707 3.33598 0.03646
9708 2.32837 -7.50059
9709 -8.87930 2.25924
9711 -0.57627 7.66914
9713 -5.20796 -2.55453
9714 -6.87181 1.86968
9715 5.62545 -3.31372
9716 5.74156 -6.57448
9718 0.52247 5.25681
9719 -8.68293 2.72808
9721 2.59224 -7.52539
9722 -2.06311 -1.92376
9724 6.90831 2.33600
33822 4.80172 -2.52576
33823 -4.05423 5.49200
33849 -9.22436 -2.60506
-99
D0622 H_23.52000_15.68000
1042 -7.02019 -5.01323
1043 -7.47083 1.05108
1044 -7.73625 6.86910
1046 -8.19367 0.26161
1048 -6.51922 -7.29219
1049 -8.46525 3.78144
1051 -8.77254 1.88619
1052 -7.83648 -1.91931
1053 -9.20157 -2.03570
1055 -6.45073 -1.50238
1056 -6.05362 -1.78824
1057 -2.99689 -2.42168
1108 -2.11135 5.00629
2244 -10.74365 1.32573
2518 -10.06537 -6.37732
2519 -3.83623 5.47444
2520 -1.85765 1.67085
2521 -6.38256 1.38679
2960 -7.33759 -7.29797
3006 5.14628 6.29452
3007 0.68263 -2.30496
3008 1.47977 -7.29191
3009 6.71688 -7.12966
3010 -0.84427 -5.36394
3011 -1.04503 -1.26139
3012 -0.70772 -3.09151
3013 -0.15626 3.35396
3014 -1.32941 -7.36422
3015 0.30383 0.36462
3016 0.47659 6.08448
3017 2.41417 4.65867
3018 -3.91671 -7.27519
3019 -3.36256 0.50814
3053 5.49917 0.41648
3055 5.07496 2.09932
9163 -10.96818 5.95971
9169 -10.02751 6.23989
9182 -3.15291 1.72445
9187 -11.22806 -4.00042
9194 -9.94303 -1.56558
9215 -10.72769 4.85781
9225 -7.05867 0.00465
9230 0.09820 4.71885
9446 -4.25684 1.37344
9447 2.09271 -1.66416
9450 -0.99618 2.13622
9581 0.14288 -5.52569
9582 1.83555 -2.12977
9583 -3.86889 -5.61455
9584 7.79357 3.08031
9585 -6.59882 4.15969
9586 -6.49292 7.19827
9591 2.91296 -5.99098
9592 4.37376 -3.76713
9593 8.20455 0.10380
9596 4.16490 -1.09568
9597 5.94604 6.13270
9598 -2.69111 6.14757
9599 6.59344 3.45180
9601 -8.07073 -4.83398
9602 4.62582 6.63003
9604 5.44438 -3.70163
9606 -2.46398 -4.64539
9607 4.86525 -4.65636
9608 3.15387 -0.47144
9610 2.82679 -7.27933
9612 -4.52982 -4.29926
9613 6.14374 -4.14378
9614 -1.77909 -1.32044
9616 -6.36886 6.37686
9617 6.24713 5.24185
9620 -0.43137 7.21044
9622 5.22410 -6.74626
9727 5.79020 5.12268
9728 9.83057 -6.40837
9729 10.05883 2.37272
9731 2.89966 -6.32714
9732 8.19374 -2.07161
9737 4.83277 -3.81644
9738 9.56460 0.26710
9741 -6.17908 -1.15179
9743 5.07247 -7.14526
9744 6.52847 -4.44444
9745 7.06570 -5.29398
9747 2.46344 6.15774
9749 8.06389 6.28437
9752 -5.61744 -7.03462
9753 2.06025 2.27646
9754 4.04716 2.54511
9755 3.60272 2.08040
9757 -6.33445 -1.91936
33809 -5.37010 -4.91576
-99
S0622 H_23.52000_15.68000
1270 0.35040 -5.10212
1271 -1.49502 -6.24569
1272 -0.67609 -5.23177
1273 0.83667 -5.33279
1274 1.24793 -3.78433
1276 1.65686 -3.98617
1277 -2.81999 -4.03957
1279 0.24989 -6.47912
1281 -0.28124 -6.77253
1282 1.68310 -2.39930
1283 2.21121 -7.11324
1284 1.69364 -6.20504
1285 1.81558 -7.55872
1286 1.82639 -5.29802
1287 1.81558 -7.55872
1289 1.62960 -5.09674
1290 -0.47938 -7.63630
1291 -0.64265 -7.47081
1292 2.70496 -5.01454
1293 2.52616 -6.90537
1317 -2.92461 -3.12871
1334 -1.63906 -3.61523
1469 3.21329 2.11396
1548 -0.39651 -2.11769
1557 8.34722 7.49768
1565 6.99176 6.74562
1568 0.37425 -2.37073
1570 7.69036 7.43568
1577 -7.75281 -6.69660
1594 -8.13255 -2.12137
1625 7.99028 7.65401
1626 -0.30069 -3.60848
1628 9.75338 7.56547
1629 7.10399 7.58535
1632 2.94030 -5.66036
1633 3.17715 0.87575
1636 3.50882 -4.93791
1649 2.69593 0.22078
1656 2.38600 -3.87167
1660 2.61626 -2.70432
1667 3.50577 -4.41765
1684 6.40729 5.92318
1737 2.51251 -3.35652
1772 5.03790 0.33054
1773 7.43475 0.57902
1774 8.77899 -0.03894
1775 8.19343 0.66909
1777 8.08366 0.04057
1778 9.57642 0.00430
1779 7.91173 0.80542
1780 8.34004 0.59686
1788 4.70520 0.81859
1818 6.48012 4.23795
1819 9.48239 3.65983
1820 8.74358 3.73614
1821 8.05446 3.80555
1823 7.31880 3.66457
1830 7.97920 4.30589
1918 6.49198 2.52733
1938 4.40520 1.10053
1949 9.71523 3.29338
1950 9.94463 2.07267
1977 9.63141 5.24084
1978 7.80722 6.60486
1979 9.91563 6.43083
1981 8.66347 6.95685
2158 2.36657 -0.05266
2227 3.77358 -3.52268
2247 9.02744 3.14681
2248 7.08587 1.78772
2249 3.39156 -2.81978
2251 3.85102 -1.13221
2331 4.42328 -3.52891
2333 8.21158 -1.94749
2335 9.97947 -1.80587
2338 9.24501 -1.15134
2343 9.54312 -3.82815
2344 10.43514 -1.45934
2345 8.86364 -4.16173
2346 8.69818 -3.95408
2347 -9.83898 3.51182
2351 10.69907 -3.47499
2352 10.99301 6.01430
2353 -9.95052 -2.18359
2354 9.32638 -3.48843
2355 10.96680 -4.33266
2356 10.53836 -3.94098
2358 5.01126 -3.45335
2381 -8.14223 -3.36188
2438 -5.56633 -0.60359
2439 10.66626 7.53362
2444 -6.71145 -3.05483
2446 10.97015 1.04890
2447 -7.04043 0.45659
2463 7.69801 -2.09317
2465 10.10955 -1.30188
2466 4.72077 -3.31457
2468 10.43255 -2.48695
2472 -9.62544 -4.64005
2473 10.93964 1.36624
2478 -10.15998 5.85043
2479 9.92055 1.91013
2526 9.72362 -4.32973
2533 5.97824 -0.79744
2540 4.45808 -1.81789
2543 5.04588 -3.97157
2544 -10.46971 -2.20616
2546 -10.33194 -1.47091
2547 3.90140 -3.60738
2548 5.92604 -4.39303
2549 6.48938 -4.17088
2557 10.19870 4.67096
2586 7.35534 -2.44489
2698 -3.94630 -1.23631
2702 1.20034 -4.95834
2791 -4.41169 -0.21807
2809 -4.80534 -3.52299
2873 -7.91285 6.09245
2884 3.94121 -4.77555
2967 -3.45250 -3.37535
2972 -8.83148 2.41800
2994 11.28761 -6.77697
3002 9.45570 -4.88159
3029 8.01762 -5.45077
3030 -6.79196 -6.10854
3031 5.17744 -6.75276
3032 9.18264 -7.34921
3033 10.71847 -7.16752
3034 -6.35293 -7.53813
3035 -9.37272 1.76714
3037 -9.26572 -5.94358
3039 6.10803 -7.40837
3040 11.63182 -7.16999
3042 4.99989 -7.50093
3043 5.28185 -7.53724
3044 -9.16828 -0.65334
3045 -8.47451 -4.40496
3046 5.11545 -6.02942
3047 6.14064 -5.73714
3108 2.76337 -5.85464
3111 -4.27054 -6.39967
3125 -4.73498 -5.31047
3299 4.86983 -7.30163
3599 -0.14835 -0.66889
3604 -2.21918 0.96527
3607 -1.62000 0.48194
3612 -2.62290 0.25791
3688 0.32884 2.20433
3709 -4.39448 -2.51307
3751 -8.61735 0.62794
3753 1.74830 4.34442
3769 3.81829 3.84104
3770 4.53159 4.10950
3781 -9.66807 0.65192
3782 -9.49477 3.73808
3841 1.63233 5.13430
3858 -9.92385 4.11474
3877 3.38257 6.65574
3878 -9.52072 2.22831
3882 -6.77912 4.61203
3889 -1.34957 2.72233
3891 -2.58152 4.57929
3905 1.13545 3.92955
3955 -2.67431 7.10368
3961 -2.57404 6.03456
3963 -1.85529 6.13622
3971 -7.25275 6.58081
4006 -5.07034 6.56298
4048 -4.55791 6.77870
4052 0.92407 7.63990
4065 -2.49055 5.56565
4068 -9.55658 6.10178
4071 0.99393 6.40688
4120 -3.93401 -3.84373
4140 -7.88074 -3.65259
4143 -4.55876 -2.15573
4217 -5.26456 5.97310
4240 -0.23136 -6.32171
4572 2.54762 -3.20399
4750 -5.92790 3.67600
4767 -7.83124 5.40142
4785 -5.76963 3.63367
4794 -6.54888 6.44428
4805 -11.03797 7.05033
4819 -6.56109 5.68677
4946 -6.57526 -3.02355
4948 -4.15472 -4.75690
4952 -4.01003 -5.05642
5016 -4.60638 -3.52230
5026 -3.74191 -6.83951
5028 -3.43336 -6.85703
5029 -3.32812 -6.37167
8861 -6.47820 6.80344
8862 -5.12970 -0.22848
8863 -5.70969 4.30221
8864 -4.66653 2.82062
8865 -5.96527 4.08295
8866 -4.62701 3.06193
8867 -6.67623 5.35717
8873 -5.36505 0.11978
8874 -5.98156 6.72064
8876 0.27703 3.92237
8877 0.26864 6.53348
8878 -0.47331 3.50909
8879 -4.87565 7.13007
8880 -6.24487 7.34242
8882 -3.15244 7.36056
8883 -0.17560 4.68468
8886 -2.71727 6.02884
8888 -6.59229 4.21367
8889 0.15445 7.49762
8890 0.48105 6.28016
8893 -5.94658 7.06384
8896 3.71835 7.68353
8897 -7.04194 4.31454
8898 2.01382 6.70568
8900 -4.61525 7.38684
8901 2.55535 2.13956
8903 4.01746 5.61274
8904 3.70252 3.05668
8906 3.59451 5.96221
8907 -1.25620 0.48286
8908 -4.48753 0.35101
8909 0.44276 0.61475
8910 -1.49722 1.17008
8912 -2.88876 2.75702
8913 -3.95065 4.40284
8916 -0.14933 1.27129
8917 0.47624 1.27209
8918 -0.96059 0.41779
8919 -1.52835 0.18095
8920 -0.79186 1.79161
8921 -0.36718 -0.23923
8922 0.20442 2.28329
8923 1.46888 -0.71879
8924 1.48508 1.60466
8925 1.54842 1.24045
8926 1.46615 1.39099
8927 2.20063 2.16468
8928 2.01147 1.73798
8930 -4.97445 0.97623
8931 -2.55171 2.03527
8937 5.09786 -3.69092
8941 3.51102 -0.15544
8942 -4.83882 -1.04497
8943 6.21413 1.16533
8952 5.35299 2.59143
8953 4.37463 2.19414
8958 4.87219 7.47613
8959 2.34087 0.10302
9254 -4.63954 5.37625
9256 8.61914 4.26478
9259 -3.08848 7.11816
9263 -5.39627 3.96832
9463 0.43667 2.34504
9464 0.17718 3.58835
9465 -5.07656 2.67440
9466 -5.12912 0.13771
9624 -4.24040 -1.61853
9626 -4.08830 -3.50356
9628 -4.59357 -0.27272
9630 -4.11366 -3.83549
9632 -1.36852 -0.79236
9759 -3.31993 -4.08023
9763 -4.73082 -4.21762
9765 0.03248 1.54572
10217 -0.10550 -2.44819
-99
W0622 H_23.52000_15.68000
1054 -7.61170 6.09047
1059 -3.27520 4.72628
1555 -5.16240 4.20572
1681 -6.98182 6.97119
1683 -6.61609 4.54511
1697 -5.37121 5.96465
1764 -4.55863 1.44921
2376 -6.52965 -3.14993
2390 -4.09069 2.73516
2414 -4.47493 7.02182
2416 -3.26804 -1.03387
2419 -4.85030 -1.00348
2427 -8.95352 -1.92610
2998 -4.81685 -5.83145
2999 -3.11761 -7.56268
3000 -4.99173 -6.45049
3001 -4.34110 -6.08321
3090 -3.60229 4.45806
9333 -5.65272 3.46856
9338 -10.26069 3.72812
9490 -4.63845 2.28507
9491 -6.62805 2.16671
9493 -8.12286 0.92747
9497 -8.92380 2.94647
9502 -4.34429 3.32472
9503 -8.24252 2.93219
9504 -7.20085 1.87381
9641 3.17378 1.79682
9643 -0.44601 0.75065
