A0619 H_23.52000_15.68000
28613 -11.28981 4.27423
28614 -5.93938 -4.93993
28615 3.29963 -6.33612
28617 -11.44342 -4.01449
28619 7.96899 4.76756
28621 -4.66653 6.54975
-99
D0965 H_23.52000_15.68000
12351 9.14686 5.15486
21030 -7.47181 6.52748
24260 -6.21864 2.97030
24360 -5.27438 5.92007
24361 -2.76864 6.20792
24362 3.95570 4.69669
25260 -3.25114 6.79217
25333 -1.97264 6.95624
25336 6.38109 5.32314
25337 7.20948 6.78479
25534 -10.78313 -6.33650
25650 -4.28837 -1.70273
25728 -10.31003 -0.38159
25730 -10.52979 5.96666
28010 -9.69030 5.31892
28127 -6.53453 3.92781
28275 -9.78022 -5.43940
28276 -2.36920 5.16677
28282 -8.53188 2.88938
28391 -9.42106 -3.45504
28396 -8.25094 4.06082
28411 -10.99062 -4.94649
28415 -9.42209 -4.90308
28417 -9.70609 -4.06649
28418 -6.49407 -0.07151
28422 -8.32040 -4.60411
28423 -7.61360 6.97447
28424 0.70348 -5.59257
28425 3.95570 4.69669
28509 -5.26066 -1.88154
28512 -4.03856 0.44875
28513 -10.11394 3.82081
28514 -6.72517 -4.22442
28515 -7.53945 6.26954
28516 -2.18478 -7.09613
28517 -2.13261 4.93266
28518 -11.30709 4.60303
28519 -8.91584 -2.81970
28520 0.21239 -6.68949
28521 -4.95040 -7.01558
28522 -0.67132 3.13786
28523 -2.33495 -6.89880
28524 -10.14828 1.88536
28525 -7.44351 -0.99471
28526 -4.50496 -0.93518
28527 -3.94185 4.18094
28625 7.82660 1.08895
28628 -4.82687 -6.70344
28629 0.49839 1.16469
28630 -1.17221 -1.21455
28631 -5.13291 -2.33059
28632 -3.16426 1.22979
28634 -3.68094 3.54787
28635 -2.76236 2.08455
28638 -5.27251 3.08385
28639 -0.29048 6.58986
28640 2.03431 -2.36055
28641 -4.55056 6.64544
28642 -2.20303 -3.17009
28644 -2.93238 -6.08696
28645 -4.13231 -5.59775
28646 -2.06912 2.82089
28647 -3.99642 -6.65482
28650 -1.22232 -2.25363
28653 2.67954 2.11289
28656 0.24335 -5.75475
28657 8.86247 -6.66598
28658 -2.67861 -3.61140
28660 3.42004 6.54441
28663 7.86923 1.20020
28664 8.33427 0.06661
-99
S0965 H_23.52000_15.68000
4873 8.43753 -0.70976
4892 -11.41671 6.65110
5209 -4.22554 2.09576
5291 10.63070 -2.08337
5386 8.96739 -0.55410
5388 10.38754 -2.42155
5425 7.22678 -2.92012
5489 10.07402 -1.86960
5607 9.88871 -7.46310
5652 10.18317 -1.27675
5723 9.19711 -0.35960
5754 9.10616 1.28250
5755 9.48784 -0.52284
5764 -1.31087 -4.74214
5787 8.93124 1.03668
5789 -1.15347 -3.61664
5792 -0.89135 -2.34789
5819 8.68256 -0.84491
5822 -10.94869 3.25668
5824 -10.16494 3.27728
5829 -9.41930 -0.15655
5858 8.92547 -1.65714
6452 -6.13794 -3.60471
6875 7.98408 -5.03273
6886 10.56567 -4.97159
6887 7.81811 -6.13609
6913 -1.39472 0.25438
7001 1.38608 3.77960
7076 7.19261 -5.67908
7090 2.78055 -3.02581
7110 -3.20500 2.54012
7115 2.66284 -2.94757
7119 2.90067 -3.12767
7125 1.20365 -4.60759
7127 -1.57730 2.65656
7128 -5.18926 2.78429
7201 -1.50059 4.12102
7204 7.58505 7.29323
7224 -3.23078 4.79804
7225 4.01943 -1.97480
7230 -2.95984 5.17809
7242 -8.39381 2.06128
7243 -7.16369 3.33670
7244 -6.78513 2.44771
7245 -8.86768 -0.73749
7246 -9.40519 0.46263
7257 -6.67721 3.23256
7270 1.31460 -3.96336
7279 1.06372 -4.51105
7280 1.23834 -3.66644
7382 2.71011 -4.24489
7410 3.90003 1.08837
7472 1.44352 4.33591
7482 -2.16013 6.13057
7490 -1.99081 6.24813
7491 -2.50814 7.48421
7495 -6.79579 -1.50914
7503 -4.69693 -1.12078
7508 7.72463 2.06506
7509 -2.16971 -1.80690
7510 -1.42027 -4.76040
7515 10.91250 2.53220
7622 1.29585 5.23337
7625 11.33843 6.41991
7626 10.08275 5.00725
7627 -7.08288 6.47372
7628 -8.87993 6.51766
7629 -4.18687 1.54946
7630 -6.64612 4.09906
7631 -11.19454 1.22604
7632 -3.38570 5.85435
7633 1.87875 6.94475
7634 -1.85692 6.00295
7635 -2.76856 7.51292
7636 -9.02543 5.81573
7637 9.28508 6.80878
7638 -5.37654 6.53417
7639 -5.19692 6.39355
7640 -6.18622 6.46728
7641 -6.94531 7.55080
7642 4.13814 -6.62194
7643 -10.87717 -4.57076
7644 -11.17315 -2.45119
7649 -9.63499 2.19720
7651 -5.17129 2.44513
7652 -10.70015 1.89172
7654 -2.40669 -6.19789
7655 1.47877 3.70382
7657 4.20111 -1.52716
7661 -0.24665 -7.19583
7664 3.75890 0.91526
7666 11.03108 -2.33833
7668 -9.59474 -5.29108
7673 -11.39143 -3.34391
7674 -1.25990 2.37327
7686 -4.65781 0.99813
7695 -9.79461 -1.07643
7697 -5.61117 -3.70017
7699 10.46516 2.62357
7703 3.64498 -6.41897
7704 -10.13273 -2.79354
7705 -8.92862 -6.32442
7712 -11.30581 4.92964
7713 -10.06825 6.11362
7714 -3.71123 0.55971
7715 -0.86692 1.38790
7716 -1.46042 1.69891
7717 -9.01223 5.99885
7719 -11.13860 7.33017
7720 5.36406 0.75204
7722 -1.26848 -4.26868
7728 -5.07738 -0.90677
7729 -8.20057 -2.62518
7730 -4.90095 -0.91676
7732 -5.31385 0.15149
7741 -2.16474 -1.96954
7744 -4.97320 -4.21759
7750 -6.53309 0.34284
7751 -5.07753 0.91270
7755 3.75951 -3.32832
7763 -5.15547 0.67923
7765 6.27027 -5.11001
7768 -6.14975 -2.29096
7778 3.70173 1.07730
7789 5.22164 7.58634
7790 2.63793 7.27800
7793 4.63703 7.24922
7794 5.34247 7.69390
7816 1.10592 3.24568
7858 10.71262 2.09436
7862 6.90332 -2.94776
7869 9.81477 1.02496
7875 1.08020 3.61913
7946 6.13386 1.31023
8020 5.93058 6.67585
8021 5.55348 7.48060
8208 9.63112 1.59112
8227 9.15818 1.61074
8232 3.57969 -0.52175
8235 3.52707 -1.67260
8237 1.13602 0.75276
8241 3.28723 0.51462
8243 1.22311 0.01653
8251 8.65601 1.75865
8260 4.81899 1.34219
8269 7.28571 1.55569
8270 3.76099 1.19492
8273 11.48449 -2.84197
8297 3.26428 -0.07234
8298 2.52176 1.07767
8299 2.51590 0.36217
8300 2.45880 -0.15041
8301 -7.67865 -6.88573
8302 -9.50484 -7.31103
8303 -8.22079 -4.83628
8304 -8.53646 -5.61580
8306 -5.76797 -4.38069
8307 1.89481 -1.97318
8309 -5.31794 -6.10804
8311 1.51012 -0.15432
8312 1.92107 0.42985
8313 1.62170 0.67350
8320 2.02694 -3.57073
8336 1.60561 -1.27037
8339 2.75205 -1.53807
8341 -5.94485 -6.90986
8342 1.80049 -4.27864
8343 -6.19633 -7.20492
8344 1.93438 1.11952
8345 -4.46809 -3.13260
8346 -7.96860 -4.28613
8348 -4.75266 -3.10088
8350 1.61834 1.59547
8351 -0.79238 0.32732
8352 -8.93350 -4.28885
8353 -10.06913 -4.73139
8359 -4.73671 -1.68879
8360 -0.92205 -6.21663
8402 1.57641 -6.65633
8405 1.03240 -6.60009
12511 1.04365 -5.14026
12637 1.34864 -3.54132
15930 4.19954 -5.89182
16903 -6.24865 -4.29076
16922 9.55481 -1.59857
20735 0.72736 1.86212
20741 1.71508 0.11828
20764 1.45637 0.92506
21155 1.24937 -0.10284
23524 1.51287 -6.80017
25366 -4.24838 -6.33662
25538 -5.47764 1.24787
25542 7.89720 2.09064
25543 5.97948 -2.81111
25544 2.00472 -4.34933
25658 -3.64138 -4.26085
25659 3.43902 4.60458
28665 -5.36730 3.46617
33911 6.92874 -2.61756
-99
W0965 H_23.52000_15.68000
19761 9.06855 -4.87845
24169 2.67735 2.11788
24276 6.75093 3.61707
24283 6.21879 2.11060
24372 3.06929 -4.80596
24379 2.70277 -5.14038
24390 4.78230 -5.08542
24391 2.37166 6.74073
24392 3.83852 0.11557
24393 6.09795 -3.49456
24394 3.89785 -5.87449
24395 6.48798 0.51105
28299 -0.59890 4.95879
28306 -5.67030 4.35375
28308 -6.27747 4.60898
28314 -4.50742 4.30233
28317 -4.09552 0.89293
28437 -5.73225 1.05550
28444 -0.19951 6.87613
28450 -4.99135 0.77871
28453 -7.45624 2.50867
28533 -5.82651 -0.43895
28534 -8.24081 4.43047
28535 -3.08334 -2.31551
28536 -8.12695 -2.48406
28538 -4.40637 6.23481
28539 -6.54163 -1.99117
28541 -4.37641 -3.45839
28543 -5.60105 6.73876
28548 -3.35944 -3.28579
28549 -8.07054 0.67534
28550 -11.28836 2.66917
28551 -0.11172 -0.81019
28552 0.54858 -1.96466
28553 -4.70123 0.66899
28554 -4.21414 0.22686
28556 -4.89432 -3.17689
28558 -8.50291 -1.66844
28559 -9.50399 4.28193
28560 -4.53738 -2.67881
28561 -5.05868 -0.58881
28671 -7.90424 -3.54770
28672 -10.38172 3.32637
28673 -6.52540 -4.53608
28674 -3.69566 -7.29627
28676 -3.91488 -4.01069
28677 -1.42295 -5.00703
28678 -7.84134 -4.04044
28679 -6.13538 -3.80504
28680 -9.19012 -6.68507
28682 0.45841 3.60851
28684 -2.25821 -6.28824
28688 -6.36569 -7.53245
28691 -1.84093 -3.86979
28692 -10.35184 -6.59956
28693 -3.31522 -0.30335
28694 -3.45429 -7.50966
33917 0.15617 -4.42461
-99
X0965 H_23.52000_15.68000
8521 -10.37292 -6.35050
24178 -2.98543 -3.33377
24294 -4.27426 -3.98442
24403 -10.24624 -4.47041
24404 -8.94473 -4.22048
24405 -0.87535 1.94347
24406 -2.67040 -0.36077
25688 2.98290 -3.29378
28179 -1.59949 -3.15859
28190 5.35922 -5.11986
28331 -4.84951 -0.39546
28336 -0.73642 -0.98555
28455 -0.10740 2.28945
28469 -1.68328 -5.15814
28470 -4.00711 1.21624
28471 0.15267 -0.84389
28562 -4.64448 3.45787
28563 7.08270 -5.13920
28564 -5.38574 3.50509
28567 3.13169 2.76177
28568 -5.76991 0.44499
28571 -5.46768 -4.48561
28573 -7.84000 -0.84206
28574 -1.93125 2.97026
28575 4.33350 -6.87391
28576 -5.81111 -5.27786
28696 -6.20928 -1.22249
28697 -2.84461 -2.91533
28698 1.91193 -2.70047
28699 -3.82975 -2.71371
28700 2.60163 -0.37304
28702 -2.94920 -4.10461
28703 -5.29240 6.76809
28704 -0.29475 -2.40535
28705 3.19894 3.82916
28707 -5.32873 1.38870
28708 -5.75611 0.68587
28709 1.88676 2.83318
28711 -3.71988 0.99756
-99
A0966 H_23.52000_15.68000
24082 7.60729 -5.54546
24208 2.38753 -4.84591
24223 0.36010 -6.78568
24228 0.35938 -0.80824
24303 -2.30759 -4.11239
24329 -3.27119 -4.26906
24330 5.15306 -4.48726
24333 -3.89869 0.83099
24336 2.97318 -2.15233
24427 -8.43928 -1.48264
28237 10.22374 -4.45082
28352 5.41604 -3.43223
28480 4.30081 0.68200
28485 1.61419 1.40642
28486 0.29146 2.11040
28492 2.26034 -4.50229
28499 -0.01558 3.84268
28500 4.34488 1.91023
28501 -0.91047 -5.43633
28503 -2.21749 5.31654
28505 1.55752 -3.65131
28506 -0.23290 -0.43895
28507 2.69384 3.19528
28579 -2.70324 3.27540
28580 9.71654 2.41874
28581 -3.37926 -3.34278
28582 -1.03950 -5.76517
28583 -2.12524 -3.48246
28584 -2.25705 5.57737
28585 -5.61620 2.28481
28586 -3.15700 -5.85416
28587 -2.74207 -0.62642
28588 -2.43417 5.91192
28589 -4.80375 6.58322
28591 8.98701 -0.78496
28592 -5.24464 -2.38073
28593 -5.40866 6.30632
28594 -3.77570 6.87871
28595 1.34199 -6.74001
28596 -2.92920 -3.09321
28597 -5.16624 1.42017
28598 -4.51625 5.45342
28599 -2.33459 -6.44387
28600 -2.91323 3.43560
28601 -5.56333 -6.28008
28602 -5.62791 -0.27726
28603 -5.68810 5.87464
28604 -4.23069 -4.08282
28605 -5.62791 -0.27726
28606 -5.98126 -5.66026
28607 4.85137 -2.43084
28608 6.12129 4.01768
28609 0.92221 4.91918
28610 -2.76832 -6.35639
28612 -0.83353 2.78115
28613 -6.26103 4.99935
28614 -0.67200 -4.15732
28615 8.47245 -5.64651
28616 -5.44411 1.67058
28618 3.25180 -5.91945
28715 -10.13885 -0.15194
28716 -8.16965 -0.25317
28718 -10.25781 -6.40324
28719 -9.21561 3.14040
28720 -6.89564 -7.60848
28721 -0.13984 -6.75371
28723 -9.58223 3.47075
28724 -9.94917 2.89440
28725 -6.00027 3.64455
28727 -10.88092 4.72831
28728 -10.95615 -1.83687
28729 -9.18785 -5.21396
28731 -2.52740 -1.24645
28732 -10.45625 -6.09310
28733 -4.21519 3.62180
28734 -11.30533 4.19334
28735 -8.68212 5.23810
28738 -11.02216 6.63707
28739 -8.46416 2.32880
28742 -9.09837 -3.79658
28743 -8.45203 6.21015
28744 -3.09283 -0.38520
28745 -10.45736 -4.67917
28747 -6.94841 -7.25182
28748 -3.09993 -7.46051
28750 -9.67649 -6.79175
28751 4.10745 -6.12026
28752 -4.71584 -7.31959
28753 -7.95832 -7.05078
28756 8.04732 4.15782
28757 7.95753 3.32509
28759 7.99549 7.24328
-99
D0966 H_23.52000_15.68000
10146 5.97939 4.64244
12352 2.33263 -2.49539
21121 -2.23450 6.93011
24260 -9.54418 2.54200
24344 4.19128 2.00537
24356 -0.67135 7.03745
24361 -5.71416 5.83101
24481 -1.60158 2.32894
24562 10.17391 6.13974
24588 -3.96772 5.07089
25260 -6.20600 6.39768
25262 4.22540 5.90789
25333 -4.83611 6.57125
28117 -8.00040 3.62342
28127 -9.74155 3.50881
28276 -5.44989 4.75240
28418 -10.64005 -0.60063
28424 -3.73319 -6.24795
28425 0.78938 4.24796
28509 -9.53717 -2.43356
28511 -1.64647 4.78416
28512 -7.96595 -0.05627
28515 -10.49745 5.88465
28517 -5.23775 4.52629
28520 -4.38525 -7.34831
28522 -4.32520 2.65185
28523 -6.68199 -7.52847
28526 -8.70003 -1.47336
28527 -7.12556 3.74852
28626 8.10089 5.03135
28628 -9.24117 -7.31069
28629 -3.29553 0.66124
28630 -4.92980 -1.74289
28631 -9.30911 -2.89279
28632 -6.97882 0.73516
28633 2.12309 -7.37205
28634 -6.93224 3.11965
28635 -6.43962 1.59760
28637 -1.85487 0.95638
28638 -8.57749 2.64457
28639 -3.22936 6.21400
28640 -1.39285 -2.88470
28641 -7.49944 6.24325
28642 -5.91497 -3.69946
28644 -7.27183 -6.70720
28645 -8.59073 -6.20816
28646 -5.66825 2.36204
28647 -8.48991 -7.27780
28648 5.24188 6.41072
28649 6.35635 -4.65106
28650 -4.70151 -2.76526
28651 2.31701 -6.68308
28652 -1.59687 -6.62809
28653 -0.99711 1.61335
28656 -4.24233 -6.40466
28657 4.54372 -7.34812
28658 -6.46925 -4.17336
28659 -0.63908 2.87240
28660 0.50276 6.16338
28661 0.34213 1.54135
28762 -3.80102 -6.08224
28765 -6.73411 0.12350
28766 6.55605 2.63125
28768 3.93592 -1.62660
28769 3.68804 -0.11244
28770 1.25734 -2.18935
28771 0.78261 -0.84817
28772 4.80352 -1.15224
28773 3.78673 0.77063
28775 -2.73598 -3.07229
28776 -5.99489 -3.53044
28777 -5.11593 -3.35110
28778 -0.69080 3.82111
28779 -4.78559 -2.00601
28781 -0.35989 -0.41144
28783 8.02648 -6.77735
28784 2.71615 -1.71204
28785 4.31261 3.17576
28786 4.02526 2.49722
28787 8.94574 -6.26800
28789 10.19920 -0.97940
28791 9.14187 0.38030
-99
S0966 H_23.52000_15.68000
2812 2.02758 -5.64239
3567 10.66074 -4.52899
5291 10.06868 1.33231
5386 8.37097 2.91009
5388 9.79146 0.99088
5424 -1.89661 3.92689
5425 6.60106 0.62939
5489 9.46288 1.55777
5578 9.43019 1.33573
5607 9.27518 -3.96893
5652 9.58306 2.14804
5723 8.60077 3.09654
5754 8.50296 4.75367
5755 8.88810 2.91668
5787 8.32308 4.49832
5789 -1.81018 0.02408
5792 -1.54368 1.32329
5819 8.07464 2.61817
5822 -11.51231 7.31911
5824 -10.73969 7.31499
5829 -10.08428 3.88142
5849 8.32036 0.68418
5858 8.34892 1.80088
5904 6.27706 0.60682
5934 9.64983 3.14119
6454 11.25007 1.09744
6455 9.76443 2.02730
6466 -7.78227 -6.23212
6878 8.93762 0.49681
6913 -1.99469 3.90065
7001 0.81160 7.35880
7090 2.14133 0.54522
7110 -3.81990 6.42984
7115 2.01589 0.63543
7119 2.25050 0.44690
7125 0.52676 -1.01673
7126 -9.26722 2.32751
7127 -2.15193 6.29208
7128 -5.76921 6.54993
7242 -9.00147 6.07216
7243 -7.71000 7.07971
7244 -7.36408 6.18426
7245 -9.55137 3.32355
7246 -10.05044 4.54818
7257 -7.23457 6.96236
7263 -8.06292 7.51813
7270 0.65692 -0.36034
7279 0.38567 -0.91671
7280 0.56994 -0.07060
7360 5.37288 4.72693
7376 -0.12325 6.01548
7382 2.04240 -0.57811
7480 -2.08981 5.21213
7495 -7.44657 2.25391
7503 -5.34691 2.63374
7505 -5.70225 0.71934
7507 -3.36880 1.57578
7509 -2.86662 2.16162
7510 -2.10793 -1.14649
7515 10.29470 6.08668
7649 -10.23057 6.25769
7651 -5.75677 6.21077
7652 -11.28935 5.99118
7654 -3.14630 -2.39870
7655 0.90062 7.29941
7657 3.56645 2.07850
7658 -3.48542 6.60399
7659 -5.99811 5.36181
7660 2.82505 -6.32979
7661 -0.96293 -3.62194
7662 7.12901 -3.17740
7666 10.45694 1.07021
7668 -10.37054 -1.25119
7674 -1.85580 6.01320
7686 -5.27993 4.74130
7688 7.63686 -1.46012
7689 -8.75505 -7.22488
7695 -10.46990 3.00599
7697 -6.30736 -0.00876
7700 4.98850 -2.10408
7701 0.51866 -3.45650
7703 2.94850 -2.71937
7704 -10.86023 1.20982
7705 -9.72955 -2.35523
7714 -4.32682 4.27165
7715 -1.46872 5.01889
7716 -2.06609 5.35636
7721 8.68775 0.37812
7722 -1.92376 -0.66176
7728 -5.72578 2.84031
7729 -8.91925 1.37318
7730 -5.54781 2.82348
7732 -5.93943 3.90315
7741 -2.86536 2.05278
7744 -5.68816 -0.46107
7750 -7.16053 4.09371
7751 -5.68583 4.64639
7755 3.10471 0.23497
7763 -5.78337 4.44718
7768 -6.79997 1.44435
7778 3.09496 4.65289
7808 8.91863 -7.56309
7810 3.14143 -5.01964
7816 0.52220 6.86390
7858 10.10102 5.61781
7862 6.27706 0.60682
7875 0.49363 7.21948
7946 5.52234 4.83471
7984 2.79476 -5.81932
8008 -0.11085 -7.49630
8091 7.84980 -5.19201
8124 3.76555 -5.32797
8138 3.88894 -5.44582
8141 2.81960 -5.16647
8176 9.53310 -4.51174
8180 5.42329 -5.72103
8219 1.07588 -7.41474
8220 -1.66815 -6.21294
8222 5.80413 -0.90159
8223 4.39405 -3.81787
8224 3.87354 -1.69562
8226 0.76297 -1.49196
8227 8.56923 5.08128
8230 2.85509 0.19742
8232 2.96310 3.05514
8233 -6.15923 -7.24591
8235 2.89571 1.92058
8237 0.52399 4.37446
8241 2.68414 4.09836
8251 8.05254 5.22048
8260 4.22337 4.87672
8268 -3.11928 -1.59569
8269 6.67713 5.05327
8270 3.15819 4.76566
8273 10.87774 0.54042
8279 11.20297 0.64450
8295 -3.49780 -7.27948
8297 2.64015 3.51237
8298 1.91203 4.66973
8299 1.89645 3.96154
8300 1.83988 3.45623
8301 -8.49955 -2.89084
8303 -8.98855 -0.83752
8304 -9.33024 -1.62297
8306 -6.47752 -0.68769
8307 1.26001 1.61338
8309 -6.05344 -2.42323
8311 0.88453 3.46641
8312 1.31011 4.04209
8313 1.00961 4.26512
8316 -10.26998 -5.21534
8320 1.37095 0.01830
8325 3.01383 1.22609
8326 -6.68919 -3.87186
8327 -4.02085 -2.72104
8336 0.96799 2.36222
8339 2.11072 2.08075
8340 -0.79680 -3.33670
8342 1.14314 -0.67797
8343 -6.97357 -3.54743
8344 1.32740 4.72437
8345 -5.15795 0.61234
8346 -8.72456 -0.32673
8348 -5.44149 0.64489
8350 1.01585 5.21824
8351 -1.40942 3.96217
8352 -9.70401 -0.29931
8353 -10.85159 -0.73195
8354 -9.93751 -6.97559
8355 -1.82081 0.41668
8360 -1.61778 -2.62751
8371 -5.73302 0.16082
8393 10.26858 -7.29208
8402 0.89487 -3.13376
8403 0.35648 -1.71709
8405 0.33563 -3.02989
8407 -4.14990 -5.24142
8408 -6.27366 -7.15057
8409 -3.84510 -5.70771
8413 -2.23402 -4.18796
8417 -6.69297 -5.12351
8419 -5.21878 -5.19473
8420 -7.07383 -5.25880
8432 -9.46333 -6.19539
8440 -4.87536 -5.38179
8492 0.35453 -7.52944
8570 6.80228 -7.59466
8596 0.86024 -7.14697
12511 0.35719 -1.56139
12637 0.68755 0.07594
16030 -4.96386 -4.82472
16058 -6.75172 -3.06944
16903 -6.95609 -0.57909
16922 8.95552 1.84253
21005 3.60158 -5.07041
21221 0.48748 6.49556
23524 0.82146 -3.25629
23632 -4.64637 -5.89195
23648 -1.87107 3.42781
25295 -5.95525 -5.17800
25366 -4.99964 -2.64715
25445 4.00721 5.80200
25446 3.40416 -2.25948
25538 -6.07704 4.99281
25542 7.28898 5.66711
25543 5.35549 0.79845
25544 1.33673 -0.76129
25545 5.38588 5.60692
25658 -4.33953 -0.55734
28795 -1.72816 -0.91721
-99
W0966 H_23.52000_15.68000
23738 7.12157 1.99403
24372 2.47094 -1.42539
24387 4.66682 3.95969
28299 -0.76545 7.15622
28316 -4.79881 6.31099
28452 -1.12023 4.09778
28536 -7.89795 0.85236
28537 -4.66688 3.79954
28542 -4.63862 6.22423
28544 -9.73680 0.87878
28546 -1.81919 2.62279
28547 -5.17853 3.37602
28552 0.17279 1.06974
28554 -4.21718 3.11587
28555 0.23610 2.16418
28556 -4.92962 0.10697
28560 -4.59282 0.52744
28561 -5.03520 2.45694
28667 -1.26239 -1.98019
28668 -0.79568 0.14865
28671 -7.70009 -0.18286
28672 -9.93734 5.97936
28673 -6.45930 -1.04533
28674 -3.88079 -3.34578
28675 -7.33371 2.91498
28676 -4.02076 -0.67789
28677 -1.73672 -1.55777
28680 -8.95667 -2.90200
28682 0.21053 5.95127
28683 1.39468 -3.40981
28684 -2.50061 -2.60012
28685 -4.06878 -0.36883
28686 -4.70335 4.11640
28688 -6.33180 -3.59635
28689 -4.77294 -0.80443
28690 -6.58603 -2.94523
28691 -2.10122 -0.42933
28692 -10.01405 -2.81077
28796 0.72125 1.24922
28797 -0.28684 -4.41348
28798 0.96792 -4.22695
28800 -9.38765 -5.76641
28801 -0.69182 -6.44528
28802 10.06902 -4.45102
28803 -6.61320 -6.35009
28804 2.93228 -1.11446
28807 -3.96754 -6.25188
28808 -3.00222 -7.15283
28809 1.84654 -7.41018
28810 1.64843 -0.63178
28811 -8.17097 0.94721
28814 -2.70247 -2.66177
28815 -10.16079 -3.77056
28818 -9.98764 -5.07118
33920 6.24172 -6.50469
-99
X0966 H_23.52000_15.68000
24406 -1.78693 -3.25010
24647 -3.07249 0.85512
24648 -4.72506 1.84151
25584 -3.58687 -1.80781
25688 4.33688 -6.70727
25689 -5.76479 7.47901
28331 -4.13090 -3.27704
28455 0.97980 -0.36593
28471 1.25504 -3.84394
28472 -4.47004 -3.28983
28565 -2.43643 -6.96404
28566 4.84581 -1.55607
28570 -2.60899 -2.52680
28572 -2.15452 -1.33924
28696 -5.57240 -4.33016
28697 -1.96012 -6.22561
28698 3.18571 -6.03663
28699 -3.04177 -6.02830
28700 3.91960 -3.32538
28702 -2.08658 -7.59904
28703 -4.61763 4.95436
28704 0.81892 -5.65714
28705 4.55105 1.29162
28706 -3.63912 0.53404
28707 -4.65287 -1.19705
28708 -5.11027 -2.07873
28709 3.10689 0.22132
28821 -3.77092 6.27522
28824 -7.53071 6.00242
28825 -3.32391 7.06886
28827 -5.72518 -3.18037
28830 -5.57852 1.37705
28831 -4.77515 -1.39101
28832 2.35098 2.21781
28837 -0.20941 -0.20811
-99
A0967 H_23.52000_15.68000
24228 5.64253 0.03647
24303 3.21487 -3.19390
24329 2.29115 -3.32735
24333 1.22501 1.65987
24336 8.23167 -1.29471
24427 -3.08288 -0.59550
24441 -3.14470 1.13456
24555 -7.80470 -4.19675
28497 5.25070 6.78160
28579 2.39827 4.09462
28581 2.10197 -2.41646
28582 4.53571 -4.82242
28586 2.49722 -4.90183
28587 2.37976 0.21668
28588 2.54167 6.69279
28589 0.14731 7.33851
28590 4.56096 4.28305
28593 -0.39563 7.06250
28598 0.47022 6.23557
28599 3.32368 -5.49817
28600 2.15426 4.23711
28601 0.01187 -5.32606
28602 -0.41495 0.56951
28603 -0.58681 6.66587
28604 1.29905 -3.15085
28605 -0.41495 0.56951
28606 -0.38019 -4.70884
28610 2.90735 -5.40012
28612 4.17531 3.58430
28613 -1.10022 5.79863
28614 4.81067 -3.25377
28616 -0.30720 2.49284
28617 -0.74820 -2.22876
28618 8.78289 -4.98862
28715 -4.80057 0.72147
28716 -2.91965 0.59655
28717 4.00612 0.85216
28718 -4.55856 -5.42520
28719 -3.88941 3.97161
28720 -0.92090 -6.58672
28721 5.47588 -5.81049
28722 9.18102 3.15483
28723 -4.27524 4.29296
28724 -4.69028 3.73790
28725 -0.81923 4.45732
28726 5.05539 1.46713
28727 -5.59646 5.54525
28728 -5.64320 -0.95665
28729 -3.52204 -4.25220
28730 3.92573 2.13431
28731 2.62301 -0.38996
28732 -4.75337 -5.12085
28733 0.84102 4.42493
28734 -6.02794 5.01912
28735 -3.59595 6.01837
28737 5.80508 -6.62748
28738 -5.91419 7.42210
28739 -3.19184 3.16940
28741 4.97223 3.32081
28742 -3.66168 -2.88340
28743 -3.43351 6.98605
28744 2.00092 0.45092
28745 -4.82158 -3.73162
28746 5.70366 4.79740
28747 -0.99277 -6.23829
28748 2.52975 -6.47801
28749 6.53698 7.03566
28750 -4.03167 -5.80915
28751 9.57100 -5.20777
28752 0.92296 -6.35048
28753 -2.03367 -6.03029
28848 -7.13287 1.69591
28849 4.80394 -2.44835
28850 -7.03716 -1.27650
28851 -7.72821 3.52458
28852 -0.81923 4.45732
28853 -5.93674 2.84126
28854 -5.93032 -4.48604
28855 -1.66312 5.86202
28857 -3.99544 6.18988
28858 3.50617 -6.29767
28860 -8.32660 1.46114
28861 -4.92177 -2.12519
28864 -3.76506 3.66494
28865 -1.55181 -2.86260
28866 -8.61920 5.74602
28867 -3.65490 -4.32274
28869 -4.09727 -4.31439
28871 -2.44491 5.19256
28873 -4.71985 5.53118
28874 -0.21219 -4.29932
28875 -5.72208 1.58761
-99
D0967 H_23.52000_15.68000
9787 3.90135 -6.83727
12352 -1.68291 -3.18006
24021 -10.88001 4.02832
24344 0.37489 1.36211
24356 -3.95597 6.50838
24361 -9.20648 5.32738
24448 4.81805 3.94070
24451 3.52988 4.46839
24452 3.54225 3.05573
24481 -5.75901 1.72881
24585 -2.22978 5.89041
24586 4.42242 4.71137
24587 -4.15989 2.83237
24588 -7.53948 4.55488
25260 -9.70079 5.91915
25333 -8.23170 6.07988
28276 -9.07513 4.22725
28511 -5.35536 4.24434
28517 -8.88691 4.01480
28522 -8.56591 2.07068
28627 4.29624 5.46391
28629 -7.68332 0.05359
28634 -10.74281 2.59525
28635 -10.72179 1.02201
28636 3.66248 4.74408
28637 -6.27632 0.31713
28639 -6.71273 5.68563
28646 -9.85210 1.79736
28649 1.68793 -5.48091
28651 -2.82089 -7.52225
28652 -6.67910 -7.39555
