imageName, cameraIndex, cameraName, X_opt, Y_opt, Z_opt, X_gps, Y_gps, Z_gps, X_acc, Y_acc, Z_acc, Omega, Phi, Kappa, X_uncertainty, Y_uncertainty, Z_uncertainty, Omega_uncertainty, Phi_uncertainty, Kappa_uncertainty, inlierProb
X0630.JPG, 4, Camera_43.0_6000x4000 (RGB)(5), 717392.180610, 1606264.284096, 184.281965, 717392.142499, 1606262.254808, 186.805500, 5.000000, 5.000000, 10.000000, 44.749685, 18.254505, 15.209118, 0.025400, 0.025028, 0.020880, 0.007719, 0.006374, 0.007047, 1.000000
A0631.JPG, 1, Camera_43.0_6000x4000 (RGB)(2), 717378.884283, 1606285.566876, 184.429746, 717378.898261, 1606283.587679, 186.912000, 5.000000, 5.000000, 10.000000, 21.481343, -39.154412, -59.380669, 0.025919, 0.023574, 0.020573, 0.009445, 0.006386, 0.006059, 1.000000
D0631.JPG, 2, Camera_43.0_6000x4000 (RGB)(3), 717378.925023, 1606285.472715, 184.427570, 717378.898261, 1606283.587679, 186.912000, 5.000000, 5.000000, 10.000000, -21.662749, 41.647188, 122.612778, 0.025919, 0.023574, 0.020573, 0.009662, 0.006184, 0.007246, 1.000000
S0631.JPG, 0, Camera_MID_28.0_6000x4000 (RGB)(1), 717378.903702, 1606285.520148, 184.406651, 717378.898261, 1606283.587679, 186.912000, 5.000000, 5.000000, 10.000000, 0.511904, 2.298196, -156.596193, 0.025919, 0.023574, 0.020573, 0.007153, 0.009083, 0.001908, 1.000000
W0631.JPG, 3, Camera_43.0_6000x4000 (RGB)(4), 717378.951475, 1606285.540282, 184.426832, 717378.898261, 1606283.587679, 186.912000, 5.000000, 5.000000, 10.000000, -39.745774, -15.036515, -161.014784, 0.025919, 0.023574, 0.020573, 0.007188, 0.006916, 0.006327, 1.000000
X0631.JPG, 4, Camera_43.0_6000x4000 (RGB)(5), 717378.857685, 1606285.499623, 184.430233, 717378.898261, 1606283.587679, 186.912000, 5.000000, 5.000000, 10.000000, 43.627382, 18.149436, 16.257140, 0.025919, 0.023574, 0.020573, 0.007464, 0.006456, 0.006832, 1.000000
A0632.JPG, 1, Camera_43.0_6000x4000 (RGB)(2), 717365.677719, 1606306.688510, 184.405563, 717365.462853, 1606304.595714, 186.898400, 5.000000, 5.000000, 10.000000, 22.029495, -39.823767, -58.330917, 0.026278, 0.024001, 0.020254, 0.009516, 0.006584, 0.006571, 1.000000
D0632.JPG, 2, Camera_43.0_6000x4000 (RGB)(3), 717365.719315, 1606306.594707, 184.404245, 717365.462853, 1606304.595714, 186.898400, 5.000000, 5.000000, 10.000000, -21.892485, 40.603932, 122.780467, 0.026278, 0.024001, 0.020254, 0.009589, 0.006475, 0.007217, 1.000000
S0632.JPG, 0, Camera_MID_28.0_6000x4000 (RGB)(1), 717365.697917, 1606306.641909, 184.382883, 717365.462853, 1606304.595714, 186.898400, 5.000000, 5.000000, 10.000000, 0.376039, 1.380192, -156.084452, 0.026278, 0.024001, 0.020254, 0.007454, 0.009046, 0.001921, 1.000000
W0632.JPG, 3, Camera_43.0_6000x4000 (RGB)(4), 717365.745180, 1606306.662503, 184.403787, 717365.462853, 1606304.595714, 186.898400, 5.000000, 5.000000, 10.000000, -39.921785, -16.067545, -161.225766, 0.026278, 0.024001, 0.020254, 0.007565, 0.006821, 0.006404, 1.000000
X0632.JPG, 4, Camera_43.0_6000x4000 (RGB)(5), 717365.651709, 1606306.621026, 184.405766, 717365.462853, 1606304.595714, 186.898400, 5.000000, 5.000000, 10.000000, 43.183270, 17.826201, 17.308456, 0.026278, 0.024001, 0.020254, 0.007746, 0.006516, 0.006727, 1.000000
A0633.JPG, 1, Camera_43.0_6000x4000 (RGB)(2), 717352.254679, 1606327.874686, 184.260443, 717352.272578, 1606325.926857, 186.761200, 5.000000, 5.000000, 10.000000, 22.173471, -39.483398, -58.196332, 0.028339, 0.026140, 0.020138, 0.009598, 0.007828, 0.007456, 1.000000
D0633.JPG, 2, Camera_43.0_6000x4000 (RGB)(3), 717352.296635, 1606327.781048, 184.258829, 717352.272578, 1606325.926857, 186.761200, 5.000000, 5.000000, 10.000000, -22.102039, 40.776257, 123.190986, 0.028339, 0.026140, 0.020138, 0.009809, 0.007609, 0.008678, 1.000000
S0633.JPG, 0, Camera_MID_28.0_6000x4000 (RGB)(1), 717352.274950, 1606327.828187, 184.237619, 717352.272578, 1606325.926857, 186.761200, 5.000000, 5.000000, 10.000000, 0.428239, 1.658129, -155.862251, 0.028339, 0.026140, 0.020138, 0.008857, 0.009034, 0.002090, 1.000000
W0633.JPG, 3, Camera_43.0_6000x4000 (RGB)(4), 717352.322233, 1606327.848946, 184.258315, 717352.272578, 1606325.926857, 186.761200, 5.000000, 5.000000, 10.000000, -39.763369, -15.998902, -160.862529, 0.028339, 0.026140, 0.020138, 0.008977, 0.006845, 0.006403, 1.000000
X0633.JPG, 4, Camera_43.0_6000x4000 (RGB)(5), 717352.228935, 1606327.807101, 184.260703, 717352.272578, 1606325.926857, 186.761200, 5.000000, 5.000000, 10.000000, 43.249796, 18.181045, 17.281168, 0.028339, 0.026140, 0.020138, 0.009299, 0.006509, 0.006764, 1.000000
A0634.JPG, 1, Camera_43.0_6000x4000 (RGB)(2), 717338.829868, 1606348.957001, 184.297066, 717338.707460, 1606346.978022, 186.959800, 5.000000, 5.000000, 10.000000, 20.905117, -39.562272, -59.140021, 0.027216, 0.023394, 0.019900, 0.009326, 0.006962, 0.006865, 1.000000
D0634.JPG, 2, Camera_43.0_6000x4000 (RGB)(3), 717338.870663, 1606348.862840, 184.296406, 717338.707460, 1606346.978022, 186.959800, 5.000000, 5.000000, 10.000000, -22.265146, 41.222391, 122.421713, 0.027216, 0.023394, 0.019900, 0.009434, 0.006769, 0.007698, 1.000000
S0634.JPG, 0, Camera_MID_28.0_6000x4000 (RGB)(1), 717338.849487, 1606348.909993, 184.274719, 717338.707460, 1606346.978022, 186.959800, 5.000000, 5.000000, 10.000000, -0.217919, 1.850724, -156.568990, 0.027216, 0.023394, 0.019900, 0.007804, 0.008963, 0.002092, 1.000000
W0634.JPG, 3, Camera_43.0_6000x4000 (RGB)(4), 717338.897092, 1606348.930406, 184.295015, 717338.707460, 1606346.978022, 186.959800, 5.000000, 5.000000, 10.000000, -40.547684, -15.395401, -161.293191, 0.027216, 0.023394, 0.019900, 0.007876, 0.006755, 0.006444, 1.000000
X0634.JPG, 4, Camera_43.0_6000x4000 (RGB)(5), 717338.803295, 1606348.889747, 184.298200, 717338.707460, 1606346.978022, 186.959800, 5.000000, 5.000000, 10.000000, 42.792845, 17.841073, 16.599273, 0.027216, 0.023394, 0.019900, 0.008051, 0.006547, 0.006675, 1.000000
A0635.JPG, 1, Camera_43.0_6000x4000 (RGB)(2), 717325.263130, 1606369.919202, 184.069604, 717325.303323, 1606368.114722, 186.487700, 5.000000, 5.000000, 10.000000, 18.841471, -39.680849, -63.287961, 0.028832, 0.025675, 0.019639, 0.009806, 0.007656, 0.007060, 1.000000
D0635.JPG, 2, Camera_43.0_6000x4000 (RGB)(3), 717325.298840, 1606369.823022, 184.067326, 717325.303323, 1606368.114722, 186.487700, 5.000000, 5.000000, 10.000000, -19.414749, 43.217126, 119.047406, 0.028832, 0.025675, 0.019639, 0.010057, 0.007395, 0.008910, 1.000000
S0635.JPG, 0, Camera_MID_28.0_6000x4000 (RGB)(1), 717325.279843, 1606369.871459, 184.046467, 717325.303323, 1606368.114722, 186.487700, 5.000000, 5.000000, 10.000000, 0.488577, 2.818333, -159.618573, 0.028832, 0.025675, 0.019639, 0.008378, 0.009469, 0.002254, 1.000000
W0635.JPG, 3, Camera_43.0_6000x4000 (RGB)(4), 717325.328800, 1606369.889102, 184.066135, 717325.303323, 1606368.114722, 186.487700, 5.000000, 5.000000, 10.000000, -40.386538, -12.677645, -163.028763, 0.028832, 0.025675, 0.019639, 0.008375, 0.007189, 0.006676, 1.000000
X0635.JPG, 4, Camera_43.0_6000x4000 (RGB)(5), 717325.233039, 1606369.853442, 184.070545, 717325.303323, 1606368.114722, 186.487700, 5.000000, 5.000000, 10.000000, 44.263470, 16.450358, 13.586642, 0.028832, 0.025675, 0.019639, 0.008691, 0.006802, 0.007095, 1.000000
